Text;Classification;Date
M. le président.La parole est à M. Daniel Gremillet, pour le groupe Les Républicains. M. Daniel Gremillet.Monsieur le président, mesdames, messieurs les ministres, mes chers collègues, les négociations européennes sont totalement défavorables à l'énergie nucléaire. C'est grave ! Cette énergie n'a été intégrée à la taxonomie verte qu'au prix de conditions drastiques. Pour preuve, les autorisations délivrées après 2040-2045 en sont exclues, de même que les activités de maintenance et du cycle. Aujourd'hui, la directive EnR III et le règlement Industrie à zéro émission l'excluent également. Et la réforme du marché de l'électricité est toujours en attente ! C'est un non-sens pour le climat, car cette énergie n'émet que 6 grammes de CO2 par kilowattheure, selon une étude de l'Agence de l'environnement et de la maîtrise de l'énergie(Ademe). C'est un non-sens pour l'industrie, car la moitié des États membres disposent d'un parc nucléaire, et un quart d'entre eux envisagent de nouveaux réacteurs. C'est enfin un manque cruel de crédibilité, car il est illusoire de décarboner 75 % de l'hydrogène dans l'industrie ou 5 % dans les transports sans source nucléaire. Le Gouvernement n'a pas conduit une politique à la hauteur des enjeux. C'est une faute ! Il aurait fallu négocier plus précocement, plus fortement, pour parvenir à un compromis admissible. Je rappelle d'ailleurs que le Sénat a tiré le signal d'alarme depuis longtemps, au travers de sa résolution de décembre 2021 sur la taxonomie verte et de celle de mars 2022 sur le paquet Ajustement à l'objectif 55. Le Sénat avait aussi adressé une alerte dans son rapport transpartisan de juillet dernier. Monsieur le ministre de l'industrie, que compte faire le Gouvernement pour obtenir enfin satisfaction auprès de ses partenaires européens ? Y a-t-il encore un couple franco-allemand ? Mme Sophie Primas.Non ! M. Daniel Gremillet.Il faut garantir à l'énergie et à l'hydrogène nucléaires une complète neutralité technologique. Il y va de notre souveraineté énergétique et de nos engagements climatiques.(Applaudissements sur les travées du groupe Les Républicains. – Mme Marie-Noëlle Lienemann et M. Mickaël Vallet applaudissent également.);positive;30.03.2023
"M. Roland Courteau attire l'attention de M. le Premier ministre sur une récente étude d'un chercheur de l'INSERM, mettant en évidence le lien entre le taux de cancer de la thyroïde en Polynésie et l'exposition aux radiations. Selon son auteur, « cette étude montre que les essais nucléaires réalisés par la France ont très probablement accru le nombre de cancers de la thyroïde, mais ceci de manière très limitée… » Il tient d'abord à lui faire remarquer, qu'au-delà du légitime émoi soulevé par cette annonce auprès des populations concernées, l'on ne peut que s'étonner qu'il ait fallu attendre, plus de trente ans, après la fin des essais nucléaires aériens, pour que l'on s'inquiéte réellement, de leur incidence sur la santé de ces populations ; et que de surcroît, cette étude épidémiologique ait été diligentée non, par un organisme officiel, mais par l'Association pour la recherche sur le cancer. De plus, et dans le but de donner précisément le nombre de cancers liés aux essais nucléaires, il conviendrait, également, de permettre aux chercheurs d'avoir accès à différents rapports du service mixte de sécurité radiologique (SMSR)... L'accès à ces données permettrait, en effet, une estimation fiable du nombre de cancers de la thyroïde liés aux essais nucléaires. Il lui demande donc, d'une part, si dans cet objectif, il entend déclassifier lesdits rapports, afin de mieux quantifier le risque de cancer thyroïdien, lié à ces essais, durant la période étudiée. Il l'interroge également sur sa réponse (JO Sénat du 6.11.2003) à l'une de ses questions écrites du 18.09.2003, par laquelle, il précisait, lui-même, que les résultats d'une précédente étude de l'INSERM, sur les personnels ayant été affectés en Polynésie, « ne montrent pas de répartition particulière, pouvant être liée à l'exploitation du Centre d'Expérimentation du Pacifique ». Il lui demande donc, si, à la lumière de la nouvelle et récente étude, il n'estime pas, nécessaire de faire porter les recherches également sur les personnes ayant travaillé sur les sites.";neutral;14.09.2006
M. Philippe Madrelle attire l'attention de Mme la ministre de l'écologie, du développement durable et de l'énergie sur les récents et successifs dysfonctionnements de la centrale nucléaire du Blayais.Au-delà des interrogations des populations riveraines, ces dysfonctionnements à répétition ont forcément des causes. Il lui demande donc de bien vouloir lui apporter des précisions sur le bon fonctionnement de cette centrale.;neutral;16.07.2015
M. Yves Détraigne souhaite appeler l'attention de M. le ministre délégué aux anciens combattants sur les conséquences en termes de santé publique des essais nucléaires français et sur les préoccupations exprimées par l'Association des vétérans des essais nucléaires (AVEN) au regard de la reconnaissance des préjudices subis par ses membres. En effet, il semblerait que la France ne dispose, à ce jour, d'aucun dispositif de la sorte, au contraire de nombreux autres pays qui ont adopté des lois d'indemnisation en faveur de leurs personnels civils et militaires ayant participé à des essais nucléaires (Etats-Unis, Royaume-Uni…). En conséquence, il lui demande de bien vouloir l'informer de sa position sur l'opportunité de prévoir, par un projet de loi, un dispositif de reconnaissance en faveur des vétérans des essais nucléaires français.;neutral;25. Mai 06
Mme Dominique Voynet.Ma question s'adresse à M. le Premier ministre. Plus de trois mois après le tremblement de terre et le tsunami qui ont ravagé le nord-est du Japon, la situation reste plus que critique à Fukushima. Des dizaines de milliers de familles ont été évacuées, une radioactivité importante continue de s'échapper des centrales endommagées. Jusqu'à quand ? Personne n'ose hasarder une réponse. De plus, les installations de pompage et de décontamination de l'eau hautement radioactive contenue dans les enceintes des réacteurs n'ont pu fonctionner que quelques heures. Une seule chose est sûre : l'accident est au moins aussi grave que celui de Tchernobyl. Quelques jours après ces événements terribles, qui venaient de frapper un pays considéré comme l'un des plus exigeants en matière de sécurité nucléaire, un pays avec lequel nos propres autorités de sûreté entretenaient des liens étroits de coopération, et alors que les experts indépendants à travers le monde et les sites Internet spécialisés considéraient comme probable la fonte des cœurs de plusieurs réacteurs, on dénonçait ici les écologistes, accusés de vouloir « instrumentaliser » ce drame, on jugeait inutile de « sonner le tocsin ». Et pourtant ! Deux mois et demi plus tard, à quelques heures d'une visite d'experts de l'Agence internationale de l'énergie atomique, l'AIEA, le patron de TEPCO devait finalement avouer que les cœurs de trois réacteurs avaient fondu dès les premiers jours de l'accident. Ce qui me préoccupe en cet instant, c'est bien sûr la politique énergétique de mon pays et la probabilité presque certaine d'un accident majeur, en France ou en Europe, bien établie par Bernard Laponche et Benjamin Dessus, dont je vous encourage à lire les écrits. Mais c'est aussi l'idée que, une fois de plus, on nous ait, on vous ait menti, une idée qui vient fatalement à l'esprit dès que l'on examine la séquence des événements. Le 24 mars dernier, Nicolas Sarkozy fut le premier chef d'État se rendre au Japon – ce qui fut salué à juste titre –, accompagné de la ministre de l'écologie et de la fine fleur des experts nucléaires français : Bernard Bigot, administrateur général du Commissariat à l'énergie atomique, Jacques Repussard, directeur général de l'Institut de radioprotection et de sûreté nucléaire, Philippe Jamet, commissaire de l'Autorité de sûreté nucléaire, sans oublier, bien sûr, les équipes d'AREVA. Qu'a dit Naoto Kan au président Sarkozy ? La vérité ? Si c'est le cas, comment se fait-il que nous n'en ayons rien su ? Se serait-il moqué de nous ? Si ce n'est pas le cas, se serait on moquait de lui ? A-t-il demandé et reçu des excuses ? Pour tirer les leçons de cette séquence de demi-vérités et de grossiers mensonges, d'omissions et de dissimulations, il faut répondre à la question : qui a menti ? TEPCO a-t-il menti au gouvernement japonais ? Le Premier ministre japonais a-t-il menti au Président français ? Les autorités de sûreté et les entreprises japonaises ont-elles menti à leurs homologues français ? Ou bien tous ont-ils menti, convaincus qu'ils étaient que la vérité pouvait avoir des conséquences dramatiques pour l'industrie nucléaire mondiale ? La transparence n'est pas une option ! Elle est une exigence prioritaire des peuples, ici comme en Italie, en Suisse ou en Allemagne, ici comme au Japon.(Bravo ! et applaudissements sur les travées du groupe socialiste, ainsi que sur certaines travées du RDSE.);negative;24.06.2011
"M. Fabien Gay attire l'attention de Mme la ministre déléguée auprès de la ministre de la transition écologique, chargée du logement sur l'exclusion des contrats collectifs des mesures décidées dans le cadre d'un bouclier tarifaire destiné à pallier la hausse considérable des tarifs de l'énergie. Alors que les tarifs de l'énergie explosent, le Gouvernement a fait le choix de baisser la principale taxe sur l'énergie, se privant par là-même de recettes, et de forcer électricité de France (EDF) à vendre davantage de sa production aux fournisseurs alternatifs dans le cadre du mécanisme de l'accès régulé à l'électricité nucléaire historique (Arenh), forçant l'entreprise à racheter ensuite sa propre production bien plus chère sur le marché de gros de l'énergie. Les fournisseurs alternatifs n'ont, quant à eux, pas été mis à contribution. Enfin un chèque énergie, très largement insuffisant selon l'agence de l'environnement et de la maîtrise de l'énergie (Ademe), est également accessible à certains ménages sous conditions d'éligibilité. Si ce bouclier tarifaire est insuffisant et repose la question de la libéralisation du secteur de l'énergie qui entraîne ces hausses incessantes, il permet du moins temporairement de contenir la hausse massive des prix de l'énergie pour les Françaises et les Français. Cependant, il semble qu'une injustice flagrante et inacceptable demeure. En effet les organismes de logements sociaux, au sein desquels le gaz est une énergie fréquemment utilisée, subissent ces hausses de plein fouet. Déjà souvent précaires, nombre de leurs locataires n'ont pas recours au chèque énergie auquel ils pourraient prétendre du fait de la complexité des démarches et de l'association de l'aide aux charges de chauffage ; de plus ce chèque énergie ne peut être utilisé auprès des bailleurs sociaux, y compris lorsqu'il s'agit d'un chauffage collectif. Il demande donc d'une part que le dispositif du chèque énergie soit assoupli afin que les bailleurs sociaux puissent en bénéficier directement, et d'autre part que son montant soit augmenté afin qu'il se trouve davantage adapté à la hausse massive des tarifs. Il demande également à ce qu'un réel bilan de la libéralisation de l'énergie et de la concurrence artificiellement créée qui en résulte soit mené, afin de déterminer si celle-ci a ou non bénéficié aux usagers.";neutral;24.02.2022
M. Jean-Claude Requier.Ma question s'adresse à M. le ministre chargé de l'industrie, de l'énergie et de l'économie numérique. M. Philippe de Ladoucette, président de la Commission de régulation de l'énergie, la CRE, a déclaré la semaine dernière, à l'occasion d'un colloque, que le prix de l'électricité pourrait augmenter de 6 % par an jusqu'en 2016, soit une hausse totale de 30 % à cette échéance, en l'état actuel de la réglementation. Trois raisons expliqueraient une telle augmentation. En premier lieu, le prix de l'électricité nucléaire historique suivant le rythme de l'inflation à hauteur de 2 % par an, le coût du mégawattheure devrait passer de 42 euros en 2012 à 46 euros en 2016. De plus, il faudra financer les 10 milliards d'euros de travaux de sécurisation des centrales exigés par l'Autorité de sûreté nucléaire à la suite de la catastrophe de Fukushima. En deuxième lieu, il faut assurer le financement du développement des énergies renouvelables. La contribution au service public de l'électricité, la CSPE, créée en 2001, sert essentiellement à financer le surcoût lié au développement des nouvelles énergies. La Cour des comptes a indiqué que le montant de cette taxe était passé de 1,9 milliard d'euros en 2010 à plus de 5 milliards d'euros aujourd'hui. Il faut dire que le prix d'achat de l'électricité produite à partir d'énergies renouvelables est sept fois plus élevé que son prix de vente. Selon le régulateur, la CSPE devrait passer de 9 euros par mégawattheure en 2012 à près de 20 euros en 2016. En troisième lieu, le régulateur évoque une hausse de 4 % par an, inflation comprise, du tarif d'utilisation des réseaux publics d'électricité, le TURPE, qui rémunère le transport d'électricité par RTE, Réseau de transport d'électricité, ainsi que la maintenance et la modernisation des réseaux par les distributeurs, notamment ERDF. À tout cela s'ajoute la fin des tarifs réglementés pour les particuliers en 2015, en application de la loi portant nouvelle organisation du marché de l'électricité, dite loi NOME, qui risque d'alourdir encore la facture.(M. Roland Courteau acquiesce.) Vous avez contesté, monsieur le ministre, le chiffre de 30 % d'augmentation et annoncé une hausse « prévisible mais raisonnable », en soulignant que, jusqu'en 2015, c'est le Gouvernement qui fixera le prix de l'électricité. Qui croire ? Le président de la CRE, qui évoque une forte hausse, ou le Gouvernement, qui annonce une augmentation raisonnable ? Pouvez-vous, monsieur le ministre, éclairer la Haute Assemblée, ainsi que les 39 millions de clients du réseau électrique français, sur les intentions du Gouvernement ?(Applaudissements sur la plupart des travées du RDSE, ainsi que sur les travées du groupe socialiste et du groupe CRC.);neutral;27.01.2012
M. Alain Fouché attire l'attention de Mme la ministre de l'écologie, du développement durable et de l'énergie sur le développement de l'énergie éolienne sur le territoire français. Les paysages de France changent, le développement intensif des éoliennes dans les territoires ruraux n'est pas équilibré. Un schéma adopté par les assemblées régionales, existe dans toutes les régions mais il doit être départemental, de façon à ce qu'il soit élaboré en lien avec les élus locaux, plus proches des territoires. De nombreux sites naturels sensibles et historiques sont touchés, faute de concertation. Chaque année, 500 éoliennes sont mises en place en France : les démarchages des sociétés de commercialisation d'éoliennes auprès des communes sont intenses, proposant des offres qui font apparaître des revenus importants. Cette situation semble donner des ailes aux élus locaux qui subissent la baisse des dotations de l'État, mais l'avenir est incertain et la population réticente. L'incertitude perdure sur le prix de rachat de l'électricité fabriqué ainsi que sur la durée de vie des éoliennes et leur recyclage. Aussi, il souhaite rappeler ici que l'énergie nucléaire reste la plus sûre et la moins chère à produire. Chacun sait que la production d'électricité par les éoliennes coûte beaucoup et ne serait naturellement pas viable si les subventions publiques n'étaient pas là, principalement sur le tarif de rachat préférentiel. Pour éviter les pressions et les tentations d'implantations d'éoliennes n'importe où, il soulève l'idée d'une péréquation pour les communes d'accueil comme c'est le cas pour le nucléaire. De fait, le schéma départemental proposerait des implantations et procéderait à la mise en œuvre de cette péréquation. Dans le cadre de la loi n° 2015-992 du 17 août 2015 relative à la transition énergétique pour la croissance verte, pour ce qui concerne l'énergie nucléaire, le passage à 50 % à l'échéance 2025 ne tient compte ni des objectifs affichés de la loi (réduction des émissions de CO2), ni des facteurs techniques et économiques liés à cette réduction. La réduction ne pourrait se faire que si les moyens de stockage de l'électricité à grande échelle devenaient disponibles, ce qui n'est pas le cas. Le rapport de l'académie des sciences de janvier 2015 l'explicite. Par conséquent, il souhaite connaître les intentions législatives du Gouvernement sur ce sujet qui inquiète le monde rural et les élus locaux.;positive;26.11.2015
"M. Didier Guillaume attire l'attention de Mme la ministre de l'économie, de l'industrie et de l'emploi sur les modalités de financement des commissions locales d'information (CLI) des installations nucléaires. En effet le VI de l'article 22 de la loi n° 2006-686 du 13 juin 2006 relative à la transparence et à la sécurité en matière nucléaire (dite loi TNS) indique que : « Les dépenses de la commission locale d'information sont financées par : l'État ; les collectivités territoriales et leurs groupements. Si la commission est dotée de la personnalité juridique, outre les subventions qui peuvent lui être attribuées par l'État, ces collectivités et ces groupements, elle peut recevoir une partie du produit de la taxe instituée par l'article 43 de la loi de finances pour 2000 (n° 99-1172 du 30 décembre 1999) dans les conditions définies en loi de finances ». À ce jour en Drôme, le département a jugé complexe de mettre en place des CLI sous statut associatif. Toutefois, si l'État garantissait un financement aux CLI dotées de la personnalité morale, cette orientation pourrait être revue. Pour illustration locale, le budget des deux CLI drômoises s'élève à plus ou moins 25.000 € par CLI. Pour que ces commissions puissent avoir une action à la mesure des possibilités affichées par la loi, il est nécessaire qu'elles aient les moyens correspondants. Il s'agit, en effet, pour les collectivités, d'une compétence nouvelle nécessitant l'allocation d'une ressource nouvelle, d'autant que les collectivités territoriales sont limitées au niveau financier et ne pourront augmenter leur implication. Un financement à la hauteur des compétences nouvelles des CLI permettrait un meilleur fonctionnement de ces instances dont le rôle est reconnu et assurerait une meilleure garantie d'information auprès des citoyens et de vigilance envers les exploitants. La taxe sur les installations nucléaires de base (TINB) pourrait servir pour partie à financer les missions d'animation et d'expertise des CLI dont le besoin a été estimé entre 50.000 et 150.000 € par an et par commission. Il attire donc son attention sur la nécessaire clarification de la mesure législative relative au financement des CLI et l'interroge sur la possibilité de mobiliser pour partie la TINB pour ce financement.";neutral;25.03.2010
M. Jean-Yves Leconte attire l'attention de M. le ministre chargé de l'industrie, de l'énergie et de l'économie numérique sur le devenir de la filière photovoltaïque française. Le moratoire sur le soutien au rachat de l'électricité solaire décidé par le Gouvernement fin 2010, puis la renégociation à la baisse du tarif d'achat du kWh qui a suivi, a été dramatique pour notre filière industrielle nationale alors en pleine croissance. Les règles du jeu adoptées lors du Grenelle de l'environnement ont été révisées de façon rétroactive, remettant en cause des projets d'investissement nécessaires pour faire atteindre à notre filière la taille critique pour que le prix du kWh produit baisse. Du coup, nous assistons aujourd'hui au démantèlement de compétences patiemment accumulées du fait d'une réelle synergie entre le milieu de la recherche et des PME/PMI innovantes. Pourtant notre savoir-faire est bien réel et notre avance technologique avérée. Pour preuve le contrat négocié avec le Kazakhstan en novembre 2011 par le biais du CEA-INES (Commissariat à l'énergie atomique et aux énergies alternatives-Institut national de l'énergie solaire) concernant la fourniture d'une ligne de fabrication de panneaux solaires, ceci pour une valeur de 165 millions d'euros. Transfert de technologie rendu indispensable par l'impossibilité de rentabiliser cette technologie en France à la suite des décisions du Gouvernement. Les nouvelles technologies développées par le CEA devaient pourtant il y a encore 20 mois bénéficier à Photowatt et être mises en œuvre industriellement en France par cette entreprise, pour pérenniser son avenir. Cela ne sera pas le cas … L'arrêt du soutien au rachat de l'électricité solaire a provoqué l'arrêt d'investissements industriels majeurs en France, nous condamnant à faire une croix sur des milliers de nouveaux emplois. Ainsi EDF se voit contrainte de racheter une entreprise comme Photowatt dont les difficultés financières ont été directement provoquées par le changement des règles du jeu… Et de constater que si la filière nucléaire nationale n'avait pas été soutenue à bout de bras par l'État dans les années 1960, jamais EDF n'aurait été capable de bénéficier d'économies d'échelle permettant de baisser le prix du kWh d'origine nucléaire. On refuse donc aujourd'hui au solaire la chance que nous avons donnée hier au nucléaire. Il lui demande si EDF est bien l'opérateur industriel le plus motivé pour assurer le développement de la filière photovoltaïque tant en France qu'à l'export. Il lui demande si, sous couvert de diversification industrielle, EDF n'est pas en conflit d'intérêt patent. Surtout lorsque l'on sait que les coûts de production du kWh d'origine nucléaire sont largement sous-estimés et que cette constatation est la préoccupation stratégique majeure de cette société aujourd'hui.;negative;22.03.2012
Mme Brigitte Gonthier-Maurin souhaite interroger M.le ministre d'État, ministre de l'écologie, de l'énergie, du développement durable et de la mer, en charge des technologies vertes et des négociations sur le climat, sur la diminution des moyens accordés par l'État à l'Institut de radioprotection et de sûreté nucléaire(IRSN). Le contrat d'objectifs 2010-2013 passé entre l'État et l'IRSN prévoit en effet une diminution de la subvention de l'État, qui passerait de 243 à 213 millions d'euros. Cette baisse des moyens toucherait essentiellement le budget de l'expertise en sûreté nucléaire et ce alors même que le Gouvernement entend développer l'énergie nucléaire en France. Pour compenser une partie de ce désengagement, le Gouvernement a prévu la création, par décret, d'une redevance qui serait payée par les industriels du nucléaire lorsque ceux-ci présentent des dossiers que l'IRSN doit analyser pour rendre son avis à l'Autorité de sûreté nucléaire. Elle indique que cette décision suscite la plus vive inquiétude des personnels de l'IRSN. Elle rappelle en effet que le principe même de cette redevance est en contradiction avec l'un des principes fondateurs de l'IRSN, qui avait notamment été créé pour rendre l'expertise indépendante de tout exploitant. De plus, la création d'une telle redevance aura pour conséquence de faire entrer l'expertise en sûreté nucléaire dans le domaine marchand, avec tous les risques de dérive que cela implique. Elle souhaite donc savoir comment il entend garantir et pérenniser les moyens, la qualité et l'indépendance de l'expertise en sûreté nucléaire si le Gouvernement confirme à la fois la diminution de la subvention allouée à l'IRSN et sa substitution pour partie seulement par son projet de redevance des industriels du nucléaire, projet de redevance sur lequel l'Autorité de sûreté nucléaire a d'ailleurs rendu un avis négatif.;positive;30.09.2010
M. Robert Navarro attire l'attention de Mme la ministre de l'écologie, du développement durable et de l'énergie sur le développement des stations de transfert d'énergie par pompage (STEP) en France. Type innovant d'installations hydroélectriques, les STEP, STEP marines et micro STEP sont particulièrement adaptées au système de production électrique français et disposent d'un potentiel de développement important. Assurant le stockage d'énergie à grande échelle, elles permettent une optimisation du mix énergétique. La puissance totale installée de STEP était seulement de 4 GW en 2010 en France. La programmation pluriannuelle des investissements (PPI) de production d'électricité pour la période 2009-2020 (rapport au Parlement remis en juin 2009) soulignait les atouts des STEP. En effet, elles améliorent le lissage de la courbe de charge, ce qui optimise l'utilisation du parc nucléaire en base, et contribuent à maîtriser au mieux la production d'énergie renouvelable. Ce moyen de production étant, par ailleurs, exploité en substitution de centrales thermiques polluantes, l'intérêt des STEP est aussi de réduire les émissions de CO2 et de polluants atmosphériques dans la mesure où le pompage de recharge est effectué lorsque des moyens de production non fossiles sont disponibles. L'installation de près de 2 000 MW supplémentaires de STEP était prévue pour 2015. Cependant, il existe des obstacles au développement des nouveaux ouvrages. Parce que les STEP, les STEP marines et les micro STEP se substituent à des moyens de production fossiles émetteurs de CO2 et répondent à la problématique tant de l'indépendance énergétique que des variations de consommation, ces installations hydroélectriques sont un instrument précieux pour la gestion de l'équilibre offre-demande grâce à leur qualité d'énergie garantie et leur rapidité de mise en œuvre. Il lui demande donc quelles sont les intentions du Gouvernement afin d'accroître les capacités de stockage d'énergie propre, et donc pour soutenir le développement des STEP, des micro STEP et des STEP marines sur le territoire, en particulier dans les zones non interconnectées.;neutral;26.06.2014
M. Jean Louis Masson attire l'attention de Mme la ministre de l'écologie, du développement durable, des transports et du logement sur le cas de petites communes rurales qui réalisent des travaux en vue de réduire leurs dépenses énergétiques tant au niveau des bâtiments que de l'éclairage public. De ce fait, elles seraient en droit de se voir délivrer un ou plusieurs certificats d'économies d'énergie. Cependant, la valeur seuil de 1 GWh cumac qui est requise pour le dépôt d'une demande de certificat semble difficilement atteignable par une commune rurale. Cela pénalise l'ensemble des acteurs car les collectivités de petite taille sont alors privées des recettes nouvelles auxquelles elles pourraient prétendre. Il lui demande en conséquence quelles sont les solutions alternatives qui pourraient être envisagées soit pour assouplir la réglementation, soit pour allouer des compensations aux petites communes rurales susvisées.;neutral;12. Mai 11
M. Louis Mermaz attire l'attention de M. le ministre chargé de l'industrie sur les conditions de travail des travailleurs du nucléaire compte tenu de l'enjeu de première importance que ces conditions constituent pour la sûreté nucléaire et la radioprotection dans ces installations. Pour accroître la rentabilité des centrales, EDF recourt de plus en plus à la sous-traitance pour la maintenance des installations, au point que, sur certains sites nucléaires, le personnel sous-traitant est devenu numériquement plus important que le personnel salarié EDF. 80 % de la maintenance est sous-traitée aujourd'hui contre 20 % en 1992. Les salariés de ces entreprises font les travaux les plus pénibles et les plus exposés pour des salaires médiocres. On les appelle les « nomades du nucléaire », sillonnant la France d'un réacteur à l'autre. Certains dorment dans des caravanes ou dans leurs voitures et peuvent partir travailler le lendemain à 500 km de là. Leurs conditions de travail se sont dégradées et ce, au mépris de leur santé et de la sécurité, car on leur demande d'aller de plus en plus vite. Lorsque la société qui les emploie, sous-traitante d'EDF, perd le marché en logistique de la centrale - les appels d'offres poussant les prix vers le bas - ils peuvent perdre leur emploi, car les passations de marchés sont souvent un prétexte pour ne pas reprendre les plus anciens des salariés. Dans le meilleur des cas, ils passeront d'un contrat à durée indéterminée (CDI) à un contrat à durée déterminée (CDD), avec 30 % en moins de salaire. Ballotés d'un employeur à l'autre, ils n'engrangent pas de véritable expérience. Cette situation pose le problème de l'externalisation dans un domaine aussi sensible que le nucléaire. La précarisation des emplois de la filière joue non seulement sur les conditions de travail et la santé de ces « intérimaires » du nucléaire, mais aussi sur la sécurité et la sûreté des installations. Il lui demande quelles mesures il compte prendre afin d'éviter la multiplication des risques de contamination pour le personnel et d'assurer la sûreté d'installations nucléaires vieillissantes et la sécurité des centrales nucléaires.;negative;09.07.2009
M. Marcel Rainaud interroge Mme la ministre de l'écologie, du développement durable, des transports et du logement sur la réelle volonté du Gouvernement de mettre en œuvre une politique forte de développement des énergies renouvelables. Les intentions affichées jusque là par la France plaçaient comme objectif 23 % de production d'énergies renouvelables d'ici 2020. Or, dans les faits, il apparaît clairement que les décisions prises vont à l'encontre de cet objectif, qu'il s'agisse des mesures de durcissement des conditions d'implantation des éoliennes, des décisions prises en matière d'éolien en mer et de biogaz, ou encore d'abandon du solaire thermique, sans oublier le moratoire sur les aides au développement du solaire photovoltaïque. Ces décisions ont toutes des conséquentes économiques, puisqu'elles impactent les emplois de ces secteurs d'activité. Elles ont par ailleurs un sens politique fort puisque cet arrêt ou ce ralentissement très fort des mesures en faveur des énergies propres interviennent dans un contexte où le nucléaire, lui, reste largement subventionné. Il lui demande de l'informer des mesures qu'elle entend prendre pour donner réellement les moyens à la France d'atteindre les objectifs affichés, ou de lui préciser s'il ne s'agissait bien là que d'effet d'annonce.;negative;10.02.2011
M. le président.La parole est à M. Charles Revet. M. Charles Revet.Ma question s'adressait à M. le ministre d'État, ministre de l'écologie, de l'énergie, du développement durable et de la mer, en charge des technologies vertes et des négociations sur le climat, mais je remercie M. le secrétaire d'État chargé des transports de bien vouloir y répondre. Lundi dernier, les autorités de sûreté nucléaire britannique, française et finlandaise ont émis des réserves sur les systèmes de sûreté des réacteurs nucléaires de type EPR. Elles demandent aux exploitants et aux fabricants d'améliorer la conception initiale de ces réacteurs. Le réacteur pressurisé européen, ou EPR, constitue une avancée considérable en matière énergétique et environnementale, permettant à la France de conserver, au côté des États-Unis, une place de leader mondial dans ce domaine. Certes, la production d'électricité à partir de sources d'énergie renouvelables enregistre des progrès importants, mais, aujourd'hui, plus de 78 % de notre production d'électricité est d'origine nucléaire. En tant que sénateur de Seine-Maritime, je suis d'autant plus sensible à ce sujet que mon département compte deux centrales nucléaires, à Paluel et à Penly, et que le Président de la République a annoncé, le 30 janvier dernier, la construction d'un EPR sur le second de ces sites. Cela confortera considérablement la place de la Normandie dans le secteur nucléaire, sur le plan mondial. Le début de la construction est prévu en 2012, pour une mise en service en 2017. Au plus fort de son activité, le chantier mobilisera près de 2 500 salariés. L'entrée en service de l'EPR s'accompagnera de la création de 300 emplois directs permanents, au sein d'EDF ou d'entreprises externes, auxquels s'ajouteront de très nombreux emplois induits. Pour autant, et bien que je sois, comme la majorité des élus de Seine-Maritime, favorable au développement de l'EPR, je suis parfaitement conscient du risque humain d'une telle entreprise, principal enjeu, d'ailleurs, du débat nucléaire. À ce sujet, le fait que le contrôle soit assuré par deux autorités témoigne de la transparence des processus. Toutefois, la critique actuelle porte sur la trop grande interconnexion entre les deux systèmes de contrôle, supposés être indépendants. Aussi aimerais-je, monsieur le secrétaire d'État, que vous nous donniez plus de précisions sur les tenants et aboutissants de la controverse portant sur l'EPR. Il est important que nos concitoyens trouvent une réponse aux questions qu'ils peuvent légitimement se poser, suite aux informations diffusées ces jours derniers.(Applaudissements sur les travées de l'UMP.);positive;06.11.2009
M. Ronan Dantec attire l'attention de M. le ministre de l'économie, des finances et de l'industrie sur la loi adoptée en 2010 par le gouvernement indien prévoyant une co-responsabilité juridique et financière des fournisseurs en cas d'accident sur une installation nucléaire. Dans le cadre du projet de vente de deux réacteurs de type EPR entre AREVA et l'indien NPCIL, l'entreprise AREVA étant bien un fournisseur dans ce cas très précis, quelles pourraient être les conséquences financières pour AREVA, notamment en termes d'assurance et de provisionnement ?;neutral;01.12.2011
M. Roland Courteau expose à M. le ministre du travail, de l'emploi et de la santé que l'Autorité de sûreté nucléaire (ASN) vient de publier le plan national 2011-2015 pour la gestion du risque lié au radon. Ce second plan fait suite au plan 2005-2008, dont le bilan a été publié par l'ASN en 2009, et met l'accent sur la réduction de l'exposition dans l'habitat existant et sur l'application de nouvelles règles de construction dans les bâtiments neufs. Il lui demande de bien vouloir lui indiquer quelles conclusions il tire du bilan concernant le plan 2005-2008 et en quoi le nouveau plan 2011-2015 pourra réduire le niveau d'exposition des personnes.;neutral;15.03.2012
M. Thierry Repentin attire l'attention de Mme la ministre de la défense sur les revendications des anciens civils ou militaires qui ont participés ou vécu à proximité de sites d'expérimentations nucléaires de la France. Les associations regroupant ces personnes ont effectué des enquêtes sur la santé de leurs adhérents : elles font apparaître que 32 % d'entre eux sont touchés par un cancer, généralement plus précoce que ceux de l'ensemble de la population (avant 60 ans pour le plupart) avec une fréquente occurrence des cancers digestifs et du sang. De nombreux anciens combattants sont décédés de maladies que certains médecins attribuent à la présence de leur patient sur un site nucléaire. Il lui demande quelles mesures les pouvoirs publics envisagent pour assurer un meilleur suivi de la santé des militaires qui ont été exposés à ces risques et pour assurer le droit à réparation de cette catégorie.;neutral;10.02.2005
M. Christian Cambon rappelle à M. le ministre de l'intérieur les termes de saquestion N° 21575posée le 05/05/2016 sous le titre : « Protection des centrales nucléaires contre le terrorisme. », qui n'a pas obtenu de réponse à ce jour.;neutral;05.01.2017
