Text	Date
M. Cédric Perrin.Ma question s'adresse à M. le ministre de l'économie et des finances. Monsieur le ministre, il y a moins de deux mois, j'exprimais dans cet hémicycle les craintes des salariés de General Electric, GE, et des élus du Territoire de Belfort. Il y a deux mois, le gouvernement auquel vous appartenez affirmait suivre avec la plus grande attention la réorganisation de GE. Il expliquait souhaiter accompagner le développement d'activités nouvelles, telles que l'aéronautique, le grand carénage ou encore l'hydrogène, auquel je crois beaucoup. Plus inquiétant, le Gouvernement excluait d'office son soutien aux projets liés aux énergies fossiles, notamment le gaz, comme l'exprimait votre secrétaire d'État dans cet hémicycle le 4 avril dernier. Vous avez même personnellement affirmé qu'il n'y avait pas d'avenir pour le marché des turbines à gaz. C'est aujourd'hui que la nouvelle tant redoutée est tombée. Une catastrophe industrielle pour mon département et pour le nord de la Franche-Comté : 1 044 emplois seront supprimés par General Electric à Bourogne, à Boulogne-Billancourt et à Belfort, site qui va perdre 985 de ses salariés ! Un salarié sur quatre sera touché. Des drames s'annoncent ; des familles vont se trouver en difficulté. Mes premières pensées vont, bien entendu, aux femmes et aux hommes touchés par ce tsunami industriel. Monsieur le ministre, l'heure n'est plus aux petits arrangements calendaires, comme avec cette annonce que GE a opportunément retardée jusqu'au lendemain des élections européennes. Les salariés ont besoin de réponses concrètes. Quels choix stratégiques le Gouvernement met-il en œuvre pour le redressement de l'industrie belfortaine ? Quels efforts de réindustrialisation êtes-vous en mesure de porter pour ce territoire ? Excluez-vous, oui ou non, les projets liés aux énergies fossiles ?(Applaudissements sur des travées du groupe Les Républicains.)	29. Mai 19
M. Jean-François Husson.Ma question s'adresse à Mme la ministre de la transition écologique. Dans la valse des milliards, qui finit par donner le vertige, les nouveaux crédits consacrés à l'écologie sont passés en une semaine de 15 à 20 milliards d'euros. Important en valeur absolue, certes, cet engagement annoncé ne représente pourtant qu'à peine 4 % des plus de 500 milliards d'euros de crédits débloqués par le Gouvernement. Malgré ces sommes, nous avons du mal à comprendre tant la cohérence de votre politique environnementale et écologique que la stratégie qui la sous-tend, alors, madame la ministre, que vous êtes la quatrième ministre chargée de l'écologie en à peine trois ans. Haut Conseil pour le climat, Convention citoyenne, conseil de défense écologique… : autant de paravents pour mieux masquer vos incertitudes et tenir à distance les propositions du Parlement. À ce stade, madame la ministre, pouvez-vous nous indiquer quelle stratégie et quel plan d'action concret vous voulez mettre en œuvre pour permettre à la France de redonner corps à une ambition écologique ?(Applaudissements sur les travées du groupe Les Républicains.)	17.07.2020
Mme Nicole Bricq.Ma question s'adresse à M. le Premier ministre. Monsieur le président, comme vous pouvez le constater, mes collègues socialistes et moi-même ne sommes ni à Marseille ni à Toulouse. Nous souhaitons simplement exercer notre responsabilité nationale et interroger le Premier ministre sur la politique de la France face au risque climatique à l'heure où se tient la conférence de Nairobi sur le réchauffement climatique. Le rapport Stern, du nom de l'économiste missionné par le gouvernement britannique, a évalué le coût mondial de l'inaction des États : coût financier, 5 500 milliards d'euros ; coût économique, entre 5 % et 20 % du PIB ; et le coût humain se chiffre en dizaines de millions de personnes déplacées ou migrantes. Pour la première fois, ce rapport introduit de la rationalité dans le débat en n'optant ni pour le catastrophisme ni pour le laisser-faire. Il appelle à l'action et place les États face à leurs responsabilités. À cette fin, il définit, et c'est en cela qu'il est intéressant, les moyens à mettre en oeuvre s'agissant de la fiscalité, de la réglementation et de l'innovation technologique. Depuis 2002, les différents gouvernements qui se sont succédé n'ont introduit aucune innovation fiscale. Il faut remonter à l'année 1999, au gouvernement Jospin et à la taxe générale sur les activités polluantes, la TGAP, pour trouver la marque d'une volonté politique.(Exclamations sur les travées de l'UMP.) Les rares fois où les ministres de l'environnement de l'actuelle majorité ont eu des velléités d'agir, vous les avez contraints de céder aux lobbies. Vous vous êtes contentés de mesures brouillonnes et dispersées qui ne sont en aucun cas à la hauteur de l'enjeu. Vous n'avez mis en place aucun plan sérieux d'économies d'énergies. M. Alain Vasselle.Et les biocarburants ? Mme Nicole Bricq.Aucune mesure fiscale ne figure dans le projet de loi de finances pour 2007. Pourtant, des États européens - je pense à la Suède et au Royaume-Uni - ont instauré une taxation du carbone. M. Alain Vasselle.Taxer, taxer, vous ne savez faire que cela ! Mme Nicole Bricq.Cela prouve que l'on peut agir au niveau national. Finalement, tout se passe comme si vous vous en remettiez au bon vouloir du marché, via les permis d'émission de gaz carbonique. Et même de ce point de vue vous êtes laxistes. En effet, la France figure parmi les dix-sept États qui ont été rappelés à l'ordre par la Commission européenne pour avoir proposé le maintien du niveau des émissions de l'année 2005 pour la deuxième phase de l'application du protocole de Kyoto jusqu'en 2012. Il est bien temps, au bout de cinq ans, de proposer une commission fiscale écologique. M. le ministre d'État, ministre de l'intérieur et de l'aménagement du territoire, qui est par ailleurs candidat à l'élection présidentielle, suggère pour sa part de doubler la fiscalité écologique. Que ne l'a-t-il fait quand il était ministre de l'économie et des finances ? Ces surenchères verbales préélectorales sont dérisoires face à l'enjeu. Le rapport Stern fixe le niveau d'engagement moyen des États à 1 % du produit intérieur brut, équitablement réparti entre les pays riches et les pays pauvres, afin d'éviter les coûts majeurs que j'ai rappelés. C'est possible si la volonté politique est là pour réorienter notre économie et nos pratiques. M. Alain Vasselle.La question ! Mme Nicole Bricq.Monsieur le Premier ministre - car c'est à lui que nous posons la question - quelles mesures immédiates proposez-vous pour répondre par l'action, et pas par les discours, au défi écologique ?(Applaudissements sur les travées du groupe socialiste et du groupe CRC.)	10.11.2006
M. Jean-Pierre Raffarin.Ma question s'adresse à M. le Premier ministre. Elle concerne la dégradation de la situation internationale, qui nous préoccupe tous. Les foyers de crise se multiplient, le terrorisme frappe partout, les États puissants sont de retour, le désordre international s'installe. Partout, le monde s'arme ; partout, la paix recule ; partout, la force prévaut. Dans ce contexte dangereux, le président des États-Unis s'attaque brutalement aux valeurs de la diplomatie française. Trois offensives de M. Trump sont inacceptables. Il s'agit, d'abord, du retour à l'extrême protectionnisme et à l'isolationnisme. Les tensions qui vont ainsi se développer entre les grandes puissances, entre les États-Unis et la Chine, entre la Chine et la Russie, n'annoncent rien de bon. La remise en cause du multilatéralisme va à l'encontre de notre attachement au rôle de l'ONU et de son conseil de sécurité. L'accord de Paris et l'accord sur le nucléaire iranien, victoires du multilatéralisme, sont aujourd'hui remis en question. La mise en œuvre de la stratégie de déconstruction de l'Union européenne se poursuit : le soutien américain au Brexit, la fragilisation de l'OTAN et la campagne permanente contre l'euro sont inacceptables. Monsieur le Premier ministre, quels changements comptez-vous apporter à notre orientation diplomatique à l'égard des États-Unis ? Quelles initiatives les autorités françaises comptent-elles prendre, et selon quel calendrier ?(Applaudissements sur les travées du groupe Les Républicains et de l'UDI-UC.)	27.01.2017
M. Alain Houpert attire l'attention de M. le secrétaire d'État, auprès du ministre de la défense, chargé des anciens combattants et de la mémoire sur les revendications exprimées par l'union départementale des associations de combattants de la Côte-d'Or (UDAC 21). Parmi celles-ci figurent notamment la pérennisation de l'office national des anciens combattants et victimes de guerre (ONAC) et de ses services départementaux de proximité, l'augmentation de la valeur du point d'indice de la pension militaire d'invalidité (PMI), l'attribution de l'aide différentielle aux anciens combattants qui se trouvent en état de précarité, l'abrogation du décret n° 2010-890 du 29 juillet 2010 qui ne leur permet pas de bénéficier de l'octroi de la campagne double, la généralisation du droit à réparation pour l'ensemble des orphelins de guerre et une indemnisation juste des victimes des essais nucléaires. D'autres mesures sans incidence financière pourraient être prises, telles que l'attribution de la mention « mort pour la France » à l'ensemble des militaires décédés en Afrique du Nord et surtout l'attribution de la médaille militaire à tous les anciens combattants qui remplissent depuis tant d'années tous les critères pour l'obtenir mais qui attendent toujours. Nous sommes dans un contexte budgétaire contraint mais ces revendications sont légitimes. C'est pourquoi il lui demande si le Gouvernement envisage de répondre favorablement à ces justes requêtes et ainsi marquer la reconnaissance de la Nation envers toutes celles et ceux qui l'ont défendue.	16.04.2015
M. Jean-Claude Lenoir attire l'attention de M.le ministre du redressement productif sur la nécessité de prendre des mesures pour enrayer le phénomène massif d'exportation de grumes qui est en train d'appauvrir dramatiquement la filière bois française. Ce phénomène est doublement pénalisant, d'une part, parce qu'il prive notre industrie de transformation des matières premières dont elle a besoin ; d'autre part parce qu'il expose notre industrie à la concurrence des produits chinois fabriqués à partir des grumes que nous exportons. Outre qu'il nous prive d'une valeur ajoutée qui permettrait de créer des richesses et des emplois dans notre pays, ce phénomène prive aussi la filière bois de tout retour sur investissement, alimentant un cercle vicieux dont il faut trouver les moyens de sortir. Cette situation aboutit à un gâchis d'ordre à la fois économique, écologique et structurel face auquel l'Europe et la France, en particulier, sont démunies de tout moyen d'action, tandis qu'autour de nous d'autres zones de production s'organisent. Il lui demande, en conséquence, quels moyens les pouvoirs publics comptent mettre en œuvre pour que notre pays ne reste pas impuissant face à ce phénomène qui menace le potentiel de développement de notre filière bois.	19.12.2013
La parole est à M. Jean-Pierre Raffarin.(Applaudissements sur les travées de l'UMP.) M. Jean-Pierre Raffarin.Ma question s'adresse à M. le Premier ministre et j'y associe Jean Besson, président du groupe interparlementaire d'amitié de notre Haute Assemblée avec la République populaire de Chine. Il y a quarante-cinq ans, presque jour pour jour, le général de Gaulle était le premier des chefs d'État occidentaux à prendre l'audacieuse initiative de nouer des liens diplomatiques avec la République populaire de Chine.(Applaudissements sur les travées de l'UMP.) M. René-Pierre Signé.Ils applaudissent des décisions qui datent de quarante-cinq ans ! M. Jean-Pierre Raffarin.Il est aujourd'hui paradoxal que le pays qui a eu le premier, dès 1964, la clairvoyance d'anticiper le rôle mondial de la Chine se trouve vis-à-vis de celle-ci en situation diplomatique difficile, complexe, au moment où ce rôle devient pour tous évident. La place nouvelle de la Chine a même été confortée par sa présence au dernier G20, à Washington, sur l'initiative du Président de la République française. M. René-Pierre Signé.Et alors ? M. Jean-Pierre Raffarin.Nous prenons au sérieux les décisions récentes de la Chine qui ont conduit, d'une part, au report du sommet Europe-Chine sous présidence française et, d'autre part, au tout récent tour « de la » France, c'est-à-dire à l'extérieur de nos frontières, du Premier ministre chinois, M. Wen Jibao. Nous avons fait le choix, tous ensemble, du partenariat stratégique global avec la Chine… M. Thierry Repentin.Sur le dos du Tibet ! M. Jean-Pierre Raffarin.Nous exprimons avec conviction notre soutien à l'ouverture de la Chine sur le monde. Nous le savons, tout repli d'un peuple sur lui-même, notamment en période de crise, est préoccupant. Tous les Présidents de la Ve République, Charles de Gaulle, Georges Pompidou, Valéry Giscard d'Estaing, François Mitterrand, Jacques Chirac et aujourd'hui Nicolas Sarkozy, se sont montrés attachés à l'amitié sino-française. La France ne remet pas en cause la souveraineté de la Chine à l'intérieur de ses frontières, comme elle ne souhaite pas que l'on remette en cause la sienne. M. René-Pierre Signé.Vive le Tibet libre ! M. Jean-Pierre Raffarin.La France respecte la très ancienne civilisation chinoise et les grandes performances de son économie. Mais nous savons, vieux peuple, vieux pays, que c'est sur la réciprocité du respect que se construit l'amitié entre les peuples !(Très bien ! et applaudissements sur les travées de l'UMP.) M. René-Pierre Signé.C'est une déclaration, ce n'est pas une question !(La question ! sur les travées du groupe socialiste et du groupe CRC-SPG.) M. Jean-Pierre Raffarin.Chers collègues, cette affaire est peut-être pour vous subalterne, mais elle est importante, je le crois, pour l'équilibre du monde !(Exclamations sur les mêmes travées.) Monsieur le Premier ministre, quelles initiatives la France compte-t-elle prendre pour conforter le partenariat global stratégique qu'elle a engagé avec la Chine ? Nous serons quelques-uns, la semaine prochaine, à porter votre message en République populaire de Chine !(Bravo ! et applaudissements sur les travées de l'UMP.) M. Thierry Repentin.À Lhassa ! M. René-Pierre Signé.Au Tibet !	06.02.2009
M. Philippe Esnol.Ma question s'adresse à M. le ministre de l'économie, des finances et de l'industrie. C'est demain, vendredi 25 novembre, que M. Philippe Varin, président du directoire de PSA, annoncera les détails d'un plan social qui ne dit pas son nom et dont les contours sont pourtant déjà largement connus. Nous savons que la direction de Peugeot prévoit la suppression de 6 000 postes en Europe, dont 3 900 en France. Dans notre pays, 1 900 postes seraient supprimés en interne et 2 000 chez des sous-traitants. Ainsi, non seulement le constructeur, mais aussi l'ensemble de la chaîne de l'industrie automobile, seraient touchés. M. Éric Besson, ministre chargé auprès de vous, monsieur Baroin, de l'industrie, de l'énergie et de l'économie numérique, déclarait à ce sujet le 15 novembre, sur RTL, qu'il n'y aurait pas de licenciements. Qu'il aille donc l'expliquer aux salariés de Peugeot et de ses sous-traitants, à ceux du site de Vélizy, dans les Yvelines, à qui l'on a annoncé la suppression de 600 postes, à ceux du site de la Garenne-Colombes, où il est envisagé de supprimer 400 postes, à ceux des usines de Sochaux, où une mesure de même ampleur est prévue, à ceux d'Aulnay-sous-Bois, qui s'inquiètent pour l'avenir de leur site de production depuis qu'une note interne de juin 2011 a évoqué sa fermeture, à ceux des usines de Mandeure dans le Doubs et de Dannemarie dans le Haut-Rhin, qui craignent pour leur emploi ! Le secteur automobile est une branche importante et emblématique de l'industrie française. Il est entré dans une crise profonde, qui est aussi celle de l'industrie française. Face à cette crise de désindustrialisation, vous faites preuve d'un laxisme irresponsable, en aggravant par un immobilisme d'ordre idéologique les difficultés d'ordre économique auxquelles nous sommes déjà si durement confrontés !(Protestations sur les travées de l'UMP.) En opposition totale avec votre fatalisme teinté de cynisme (Nouvelles protestations sur les mêmes travées.),… Mme Marie-Hélène Des Esgaulx.C'est n'importe quoi ! M. Joël Guerriau.C'est excessif ! M. Philippe Esnol.… nous défendons, à gauche, un modèle de croissance pour nos industries nationales, fondé sur l'innovation et la compétitivité de nos produits par plus de recherche et d'inventivité, plus de savoir-faire et plus de qualité. M. Alain Gournac.Et dans le nucléaire ? M. Philippe Esnol.Or, sur les 3 900 emplois supprimés en France, Peugeot annonce que 2 100 le seront dans le secteur de la recherche et du développement, qui devrait pourtant être le bénéficiaire principal des investissements, le moteur de la compétitivité, la garantie de la croissance. Ces emplois supprimés représentent un drame humain, ainsi qu'une hypothèque grave pour l'avenir, posée sur la compétitivité de nos entreprises et la croissance de notre pays. Dans ce contexte, monsieur le ministre, je vous pose la question suivante : soutenez-vous, oui ou non, le plan de suppressions de postes présenté par PSA ? Si tel n'était pas le cas, qu'attend le Gouvernement pour s'attaquer enfin au redressement économique et industriel de nos entreprises et de notre pays ?(Applaudissements sur les travées du groupe socialiste-EELV et du groupe CRC, ainsi que sur certaines travées du RDSE.)	25.11.2011
M. Jean Louis Masson attire l'attention de Mme la ministre de la santé, de la jeunesse et des sports sur le fait que selon des informations convergentes, l'une des causes du mauvais réglage des appareils de médecine nucléaire à l'hôpital d'Epinal serait liée à la mauvaise traduction des notices de l'appareillage. En l'espèce, plusieurs personnes surirradiées sont décédées suite à ces dysfonctionnements et des centaines d'autres ont de graves séquelles. Le problème de l'absence de traduction directe par les fabricants des notices concernant l'appareillage médical est donc directement posé car cela a pour conséquence des traductions parfois improvisées et approximatives par le personnel utilisateur. Ce type de problème est fréquent et ne devrait pas exister si la loi concernant l'obligation de fournir en français des notices d'utilisation de tout appareil (et pas seulement dans le domaine médical) était respectée. Or jusqu'à présent, le ministère de la culture fait preuve d'un laxisme flagrant. En effet, les rares poursuites engagées ne le sont qu'à l'initiative des associations de défense de la langue française et jamais à l'initiative des Pouvoirs publics. Il souhaiterait donc qu'elle lui indique si une concertation étroite entre son ministère et le ministère de la culture serait envisageable afin qu'au moins dans le domaine médical, des poursuites soient systématiquement engagées en cas de non respect des traductions en français des notices d'utilisation des médicaments ou de l'appareillage médical. A défaut, il souhaiterait savoir s'il lui paraît raisonnable que l'on continue à utiliser des matériels extrêmement sophistiqués en laissant le personnel effectuer lui-même des traductions au petit bonheur la chance.	13.09.2007
M. Michel Moreigne.Ma question s'adresse à M. le ministre de l'économie, des finances et de l'industrie. Plusieurs dizaines de milliers de foyers du département que j'ai l'honneur de représenter ont été touchés, du 22 au 30 janvier, par des chutes abondantes de neige collante, bloquant les routes et brisant les réseaux d'EDF et de France Télécom, mal remis des tempêtes de 1999. Le ministère de l'industrie avait alors confié au conseil général des mines une réflexion sur les enseignements à tirer de ces catastrophes. En définitive, l'accord « Réseaux électriques et environnement » prévoyait de déposer chaque année au moins 2 000 kilomètres de réseaux moyenne tension d'ossature en zone boisée et 8 000 kilomètres de réseau aérien à basse tension en fils nus, à remplacer par du câble isolé torsadé. À la fin de 2003, dans le Limousin - Creuse, Corrèze et Haute-Vienne -, 36 kilomètres de réseaux moyenne tension avaient été enfouis en zone boisée et 82 kilomètres de réseaux basse tension en fils nus avaient été déposés. Reconnaissez que c'est peu. Puis cet accord a été renégocié et un plan « Aléas climatiques extrêmes » a été rendu public par votre ministère. Il indiquait qu'un certain nombre de mesures seraient prises, visant à faire en sorte que nos concitoyens ne puissent subir aucune rupture sérieuse d'approvisionnement en énergie. De quoi parlait-on ? Quels enseignements tirez-vous des ruptures d'approvisionnement électrique qui ont frappé ces dizaines de milliers de foyers du 22 au 30 janvier dernier, non seulement en Creuse et dans le Limousin, mais aussi, par exemple, en Bourgogne, et notamment dans la Nièvre ? M. René-Pierre Signé.Absolument ! M. Michel Moreigne.La modernisation et la protection des infrastructures d'approvisionnement en électricité renvoient, bien évidemment, à la question de l'avenir du service public et à la programmation des investissements. Un plan de sécurisation des établissements sensibles a-t-il été envisagé ? M. René-Pierre Signé.Bien sûr que non ! M. Michel Moreigne.Pouvez-vous répondre aux inquiétudes et à la colère des Creusois et de leurs élus au sujet du retrait de la présence territoriale d'EDF et de la baisse des investissements consacrés aux infrastructures constatée depuis 2003 ? J'apporterai un seul bémol à mon propos. Sous l'autorité du préfet, auquel je rends hommage, la mobilisation, pendant près d'une semaine, de 520 agents d'EDF, 220 agents de France Télécom, 280 agents de la DDE, 11 personnels du Loir-et-Cher, 91 personnels de la sécurité civile, de la totalité du SDIS de la Creuse, de 100 militaires du génie en manoeuvre à La Courtine, des gendarmes du groupement de la Creuse, sans oublier celle des élus, a permis de pallier cette crise en rétablissant les réseaux. M. Josselin de Rohan.Merci Sarko ! M. Michel Moreigne.Eu égard aux moyens humains et matériels déployés, dont vous pouvez facilement chiffrer le coût, monsieur le ministre - je vous fais confiance sur ce point ! -, n'aurait-il pas été plus judicieux de mener une politique de prévention en réalisant des investissements suffisants et en maintenant le service public - ce sont vos propres préconisations ! -, au lieu de fermer de nombreux établissements locaux d'EDF ?(Applaudissements sur les travées du groupe socialiste et du groupe CRC.)	09.02.2007
M. Raymond Vall.Monsieur le président, madame la secrétaire d'État, mes chers collègues, la loi dite « Grenelle II » va peut-être permettre à la France de rattraper son retard par rapport à ses voisins européens, mais nous ne sommes pas sûrs qu'elle lui permette de se préparer au défi écologique auquel l'humanité doit répondre et, surtout, de faire partie des leaders dans ce domaine. La concurrence en la matière est en train de se jouer à l'échelle planétaire et la France n'y joue qu'un rôle très secondaire, sauf dans le nucléaire, où, pourtant, sa place de leader est fortement contestée ; la perte malheureuse du marché colossal des Émirats arabes unis en est une preuve. La France a raté le développement de l'industrie éolienne, qui génère, chez nos voisins d'Europe du Nord allemands, hollandais et danois, entre 30 000 et 40 000 emplois. La France doit donc rénover son appareil de production, son habitat et ses bâtiments tertiaires pour diminuer massivement ses émissions de gaz à effet de serre. C'est un marché fortement créateur d'emplois non délocalisables. Le « Grenelle II » ne répond que très partiellement à ces problèmes, et sur une échelle de temps qui n'est ni compatible avec l'urgence environnementale ni, surtout, avec le besoin impératif pour l'industrie française de se positionner sur ce marché, puisque l'obligation de rénovation des bâtiments tertiaires a été décalée et renvoyée à 2020. Par ailleurs, un effort considérable est à faire dans le domaine de l'efficacité énergétique grâce au développement de systèmes d'information performants, notamment les réseaux intelligents. Ces réseaux permettront demain aux consommateurs d'acheter ou de vendre de l'énergie aux moments les plus favorables, ce qui permettra aux distributeurs de gérer à distance l'effacement des « pointes » de demande d'électricité. Ces dispositifs éviteront la construction de centrales de production et développeront l'emploi, comme c'est déjà le cas aux États-Unis. Le développement d'offres énergétiques alternatives telles que la motorisation électrique ou la motorisation à l'hydrogène constitue un gisement important de croissance. Si certaines entreprises ont déjà anticipé ces marchés, la très grande majorité des entreprises industrielles – surtout des PMI et des PME – sont encore très loin de pouvoir entrer sur ce marché, faute de moyens et de soutien. À ce titre, les pôles de compétitivité devraient avoir pour obligation de mieux soutenir le tissu des PMI et des PME implantées dans les zones rurales. Madame la secrétaire d'État, quelles sont donc les mesures qu'envisage le Gouvernement pour que l'industrie française puisse prendre toute sa place dans cette compétition mondiale et, ainsi, bénéficier de la croissance verte pour créer les dizaines de milliers d'emplois qui ont été prévus par le « Grenelle II » ?	12. Mai 10
M. Robert Hue souhaite attirer l'attention de M. le ministre délégué à l'enseignement supérieur et à la recherche sur la loi d'orientation sur la recherche. Le Président de la République s'est engagé, en juin 2004, à faire de la recherche l'une de ses priorités en fixant un objectif de 3 % du PIB consacrés d'ici à 2010. Depuis le 18 mars, date à laquelle la présentation du projet de loi pour fin 2004 a été annoncée, ce dernier n'a cessé d'être reporté. Finalement, le Premier ministre a précisé, au mois de juin dernier, dans sa déclaration de politique générale, que ce texte ne serait présenté qu'à l'automne pour un débat au Parlement en décembre. Le précédent gouvernement a donc laissé ce projet en souffrance mais il avait promis un milliard d'euros par an à la recherche, sur la période 2005-2007. Aussi, il souhaite qu'il lui indique si cette promesse sera tenue au 1er janvier 2006 et dans quelle proportion ces sommes seront versées aux différents constituants.	22.09.2005
Mme Annie David.Ma question s'adressait à M. Sirugue, secrétaire d'État chargé de l'industrie, mais j'écouterai avec beaucoup d'attention la réponse de Mme Pinville. À l'heure où les enjeux sur l'approvisionnement et la transition énergétique sont des plus importants, comme on vient de l'entendre, à l'heure où la question de la sécurité nucléaire se pose avec acuité, au moment où des milliers de nos concitoyennes et concitoyens sont privés d'électricité à cause des tempêtes et où les agents EDF sont à pied d'œuvre, c'est une véritable imposture à laquelle se prépare la direction d'EDF ! Alors qu'elle a entamé plusieurs chantiers industriels de grande ampleur et après déjà de nombreuses suppressions de postes au fil des années – 2 000 suppressions l'an dernier –, ce ne sont pas moins de 5 000 nouvelles suppressions qui sont annoncées par le président de cette belle entreprise publique, soit 7 % de l'effectif ! Tous les secteurs seront touchés, la recherche et le développement ne sont pas épargnés et, dans mon département, les agents des boutiques EDF m'ont déjà alertée. EDF doit avoir les moyens d'assurer le service public de l'électricité dans la durée. Elle doit être le pivot de la transition énergétique et du développement des énergies renouvelables, alors que l'ouverture à la concurrence des concessions hydrauliques la prive de la première d'entre elles. EDF, belle entreprise publique, à l'instar de l'ensemble de nos services publics, doit être présente sur tous nos territoires. Madame la secrétaire d'État, quand l'État aura-t-il une politique industrielle et énergétique de long terme cohérente et déconnectée des enjeux financiers ? Quand jouera-t-il son rôle de stratège pour assurer la sécurité des approvisionnements, notre indépendance énergétique et la préservation de nos savoir-faire irremplaçables ?(Applaudissements sur les travées du groupe CRC.)	15.02.2017
M. le président.La parole est à Mme Anne Chain-Larché, pour le groupe Les Républicains.(Applaudissements sur les travées du groupe Les Républicains.) Mme Anne Chain-Larché.Ma question s'adresse à M. Bruno Le Maire, ministre de l'économie, des finances et de la relance, et je remercie les membres du Gouvernement présents de bien vouloir la lui transmettre.(Exclamations sur les travées du groupe Les Républicains.) Voilà quelques jours, M. Le Maire s'est opposé au rapprochement entre le groupe canadien Couche-Tard et le groupe Carrefour, au nom de la sécurité et de la souveraineté alimentaire. Si l'intention est bonne, car la crise que nous traversons révèle la perte de notre souveraineté économique, nous avons la désagréable impression que ce choix est surtout guidé par des intérêts politiciens, plutôt que par la volonté réelle de protéger les intérêts de la France. Carrefour, c'est l'arbre qui cache la forêt des paradoxes du Gouvernement ! Comment expliquer que celui-ci affiche une fermeté sans faille au sujet de Carrefour, alors qu'en parallèle l'Europe signe un nouvel accord d'ouverture des marchés avec la Chine, accord ne garantissant pas les conditions d'une concurrence équitable ? Comment invoquer, la larme à l'œil, la souveraineté alimentaire tout en empêchant le Sénat de se prononcer sur la ratification du CETA, traité ouvrant nos frontières aux produits des fermes usines du Canada, avec des conséquences désastreuses pour une partie de notre production agricole nationale ? Nous sommes nombreux à ne pas percevoir la rationalité de cette pensée très « complexe ». Pourtant, c'est un vrai sujet de souveraineté alimentaire, qui dépasse de loin le rachat d'un distributeur. Voilà dix-huit mois que le Sénat attend de se prononcer sur le CETA. Mais contrairement à d'autres textes qui nous sont imposés à marche forcée, comme le projet de loi relatif à la bioéthique,… Mme Laurence Rossignol.N'exagérons rien ; il n'est pas en procédure accélérée ! Mme Anne Chain-Larché.… il semble s'être perdu sur le chemin de la navette parlementaire. M. le ministre Le Maire peut-il nous expliquer à quelle logique il obéit ? Quand va-t-il interroger le Sénat sur le CETA ?(Applaudissements sur les travées du groupe Les Républicains.)	28.01.2021
M. le président.La parole est à M. Hervé Maurey, pour le groupe Union Centriste.(Applaudissements sur les travées du groupe UC.) M. Hervé Maurey.Monsieur le président, mesdames, messieurs les ministres, mes chers collègues, en tant que président du groupe interparlementaire d'amitié France-Asie centrale, je souhaite interroger le ministre des affaires étrangères à propos de la situation au Kazakhstan. La forte hausse du prix du carburant a donné lieu, au début de l'année, à un mouvement de contestation sociale de grande ampleur, qui s'est transformé en violentes émeutes, marquées par des échanges de tirs, le saccage de bâtiments publics et des pillages. Ces événements ont conduit le président Tokaïev à demander le soutien militaire de l'Organisation du traité de sécurité collective, afin de contrer ce que les autorités kazakhes ont qualifié d'« attaque terroriste ». Dans ce cadre, 2 000 hommes, essentiellement russes, ont été déployés dans le pays. Monsieur le ministre délégué au commerce extérieur, face à cette situation, pouvez-vous, tout d'abord, nous rassurer quant à la sécurité des Français présents sur place et, ensuite, nous faire connaître votre analyse de la situation ? S'agit-il d'une tentative de déstabilisation du pouvoir, comme l'indiquent les autorités du pays, et, si oui, à l'initiative de qui, ou bien d'un mouvement spontané ? Ne faut-il pas se préoccuper de la présence de militaires russes dans ce pays, qui vient de célébrer le trentième anniversaire de son indépendance ? Quelles sont la position et l'action de la France et de l'Union européenne sur ce sujet ? Par ailleurs, la France est fortement investie dans cette région, comme en témoigne votre récente visite dans le pays, monsieur le ministre. Dans quelle mesure ces événements peuvent-ils affecter nos intérêts dans la région, notamment pour ce qui concerne l'approvisionnement de nos centrales nucléaires en uranium, dont le Kazakhstan est le premier producteur mondial ?(Applaudissements sur les travées du groupe UC et sur des travées du groupe Les Républicains.)	13.01.2022
