filtered_text;date
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Neue Befunde in den belgischen Atomkraftwerken Tihange 2 und Doel 3 Das Atomkraftwerk Tihange ist nicht einmal 60 km und das Atomkraftwerk Doel nur rund 115 km von der deutsch-belgischen Grenze entfernt.;29.06.2017
36 Seite Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktor- sicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Austausch repräsentativer Quellterme für Atomkraftwerke mit Nachbarstaaten Deutschlands ................................................. 36 Robustheit des Dammbauwerks zwischen dem Rheinseitenkanal und dem angrenzen- den Gelände des Atomkraftwerks Fessen- heim ............................................................... Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Mit welchen Nachbarstaaten hat die Bundesregie- rung bislang repräsentative Quellterme für hiesige und – wo zutreffend – dortige Atomkraftwerke ausgetauscht (bitte mit Jahresangabe), und kann sie bestätigen, dass sie unsere Nachbarstaaten mit Atomkraftwerken in der Vergangenheit bereits um Übermittlung repräsentativer Quellterme gebeten hat (bitte mit Begründung der Bitte)? Juni 2017 Die Bundesregierung hat bislang mit keinem Nachbarstaat Quellterme für hiesige oder dortige Atomkraftwerke ausgetauscht. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Inwiefern gab es nach Kenntnis der Bundesregie- rung immer noch offene Aspekte und/oder ausste- hende Ergebnisse hinsichtlich der Analyse und Be- wertung der Robustheit des Dammbauwerks zwi- schen dem Rheinseitenkanal und dem daran an- grenzenden, niedriger gelegenen Kraftwerksge- lände des grenznahen französischen Atomkraft- werks (AKW) Fessenheim (vgl. Juli 2017 Im Rahmen von Gesprächen mit der französischen atomrechtlichen Auf- sichtsbehörde Autorité de Sûreté Nucléaire (ASN) werden regelmäßig die Realisierungen der Maßnahmen zur Verbesserung der Robustheit des Atomkraftwerks Fessenheim thematisiert, die aus dem EU-Stresstest ab- geleitet wurden.;07.07.2017
Ich möchte das Handelsblatt zitieren: Atomkraft? Das heißt, für die Lagerung des Atommülls und für die Stilllegung und den Rückbau der Atomkraft- werke müssten selbstverständlich die Energiekonzerne Eon, RWE, Vattenfall und EnBW zahlen . Egal ob wir von 50 Milliarden Euro, 80 Milliarden Euro oder 100 Milliarden Euro re- den, die wir für den Rückbau der Atomkraftwerke und für die Endlagerung von Atommüll brauchen: Diese Rückstellungen werden nicht reichen . Wenn jetzt nicht gegengesteuert wird, müssen wir fürchten, dass die Hin- terlassenschaften von 50 Jahren Atomkraftnutzung der Gesellschaft aufgedrückt werden . Aber sie haben nie protestiert, als es darum ging, über die Jahrzehnte Milliarden über Milliarden mit diesen Atomkraftwerken zu verdienen . 2022, in sieben Jahren, wird in Deutschland das letzte Atomkraftwerk abgeschaltet, und das ist sehr gut . Im Ziel sind wir gar nicht auseinander: Die Energiekonzerne müssen haften, und dafür muss das Geld da sein, bis das letzte Atomkraftwerk abgebaut und der Atommüll im Endlager verschlossen ist .;16.10.2015
"Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Precursor-Ereignisse gab es im Jahr 2011 in deutschen Atomkraftwerken (bitte jeweils mit Angabe der wesentlichen Eckpunkte), und welche Ereignisse wurden im Rahmen der Precursor-Ana- lyse als nicht bewertbar eingestuft (bitte ebenfalls mit Eckpunkteangabe; vgl.";10.07.2017
Wahlperiode 14.07.2017 Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Oliver Krischer, Britta Haßelmann, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/13042 – Neue Befunde in den belgischen Atomkraftwerken Tihange 2 und Doel 3 V o r b e me r k u n g d e r F r a g e st e l l e r Das Atomkraftwerk Tihange ist nicht einmal 60 km und das Atomkraftwerk Doel nur rund 115 km von der deutsch-belgischen Grenze entfernt. Die sicherheitstechnische Bewertung der belgischen Atomkraftwerke liegt in der Verantwortung der dafür zuständigen belgischen atomrechtlichen Aufsichtsbe- hörde FANC.;12.07.2017
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Inwiefern sind Bundesmittel – zum Beispiel für die Pensionsversorgung – in Unternehmen inves- tiert, die hierzulande oder in unseren Nachbar- staaten Atomkraftwerke im Leistungsbetrieb be- treiben (gegebenenfalls bitte insbesondere mit Angabe des jeweiligen Unternehmens und Invest- mentumfangs)? Die beige- fügte Tabelle weist die Werte der direkt oder indirekt investierten Bun- desmittel in Unternehmen aus, die Atomkraftwerke betreiben (Stichtag: 31. Abgeordneter Hubertus Zdebel (DIE LINKE.) Wie hoch sind jeweils die Beträge, die die Bun- desregierung aus Steuergeldern in Fonds inves- tiert, die direkt oder indirekt Unternehmen unter- stützen, die Atomkraftwerke betreiben, und in welchen Fonds sind diese jeweils angelegt (bitte tabellarisch darstellen)? Wahlperiode – 29 – Drucksache 18/13156 desmittel in Unternehmen aus, die Atomkraftwerke betreiben (Stichtag: 31.;21.07.2017
Valerie Wilms und der Fraktion BÜNDNIS 90/DIE GRÜNEN Neue Befunde in den belgischen Atomkraftwerken Tihange 2 und Doel 3 (Nachfragen zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/13125) Die Fraktion BÜNDNIS 90/DIE GRÜNEN hat am 29. Juni 2017 eine Kleine An- frage zu den neuen Befunden in den belgischen Atomkraftwerken (AKW) Tihange 2 und Doel 3 eingereicht (Bundestagsdrucksache 18/13042), die die Bundesregierung am 12. Das Atomkraftwerk Tihange ist nicht einmal 60 km und das Atomkraftwerk Doel nur rund 115 km von der deutsch-belgischen Grenze entfernt.;21.07.2017
49 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Klagen von Atomkraftwerke betreibenden Energieversorgungsunternehmen .................. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Klagen von Atomkraftwerke betreiben- den Energieversorgungsunternehmen sind nach Kenntnis der Bundesregierung derzeit im Atom- bereich gegen Bund, Länder oder abstrakt anhän- gig (bitte Übersicht in Fortschreibung zur Ant- wort der Bundesregierung auf meine Schriftliche Frage 63 auf Bundestagsdrucksache 18/11553), und für wann – hilfsweise für welches Quartal – rechnet die Bundesregierung mit einer Entschei- dung des Internationalen Zentrums zur Beilegung von Investitionsstreitigkeiten (ICSID) über den Termin seiner Urteilsverkündung in dem von Vattenfall anhängig gemachten Schiedsgerichts- verfahren ARB 12/12 (siehe hierzu die genannte Antwort der Bundesregierung)? Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Erkenntnisse hat das Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicher- heit (BMUB) über den derzeitigen antragsteller- seitigen Stand der Arbeiten an Anträgen zur Zwi- schenlagerung der insgesamt 26 ausstehenden Castoren mit verglasten radioaktiven Wiederauf- arbeitungsabfällen aus La Hague und Sellafield in Zwischenlagern an Atomkraftwerkestandorten (ggf.;04.08.2017
So betrachtete der Antragsteller das Ziel der Nachhaltigkeit von Tourismus als nachrangig gegenüber Wirtschafts- wachstumsinteressen der Region und stellte die Forderung nach einer Abschaffung der Atomkraft in Frage.;10.08.2017
Wahlperiode 17.08.2017 Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Oliver Krischer, Britta Haßelmann, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/13185 – Neue Befunde in den belgischen Atomkraftwerken Tihange 2 und Doel 3 (Nachfragen zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/13125) V o r b e me r k u n g d e r F r a g e st e l l e r Die Fraktion BÜNDNIS 90/DIE GRÜNEN hat am 29. Juni 2017 eine Kleine Anfrage zu den neuen Befunden in den belgischen Atomkraftwerken (AKW) Tihange 2 und Doel 3 eingereicht (Bundestagsdrucksache 18/13042), die die Bundesregierung am 12. Das Atomkraftwerk Tihange ist nicht einmal 60 km und das Atomkraftwerk Doel nur rund 115 km von der deutsch-belgischen Grenze entfernt. Die Bundesregierung kann die Vollständigkeit der Genehmigungsunterlagen für belgische Atomkraftwerke nicht bewerten. Die sicherheitstechnische Bewertung der belgischen Atomkraftwerke liegt in der alleinigen Verantwortung der zuständigen atomrechtlichen Aufsichtsbehörde FANC.;15.08.2017
Valerie Wilms und der Fraktion BÜNDNIS 90/DIE GRÜNEN Europäische Atompolitik Deutschland ist an seinen Grenzen von alten und maroden Atomkraftwerken um- geben. In den belgischen Atomkraftwerken (AKW) Doel 3 und Tihange 2 wurden im Jahr 2012 eine Unzahl an Rissen festgestellt, der Brandschutz ist aus Sicht der Fragesteller desaströs (vgl. In den französischen Atomkraftwerken Fessenheim und Cattenom herrschen Mängel wie unzureichen- der Überflutungsschutz und ungenügende Erdbebensicherheit und im schweize- rischen Beznau läuft das älteste Atomkraftwerk der Welt, bei dem ebenfalls Risse gefunden wurden. Das Betreiben von Atomkraftwerken ist zwar die souveräne Entscheidung eines jeden Landes, aber kein Land lebt unter einer Glasglocke. Be- troffene Anrainerstaaten brauchen deswegen aus Sicht der Fragesteller mehr Mit- spracherecht bei den Sicherheitsanforderungen angrenzender Atomkraftwerke. Hat die Bundesregierung mit der polnischen Regierung in den vergangenen zwölf Monaten Gespräche über einen möglichen Einstieg Polens in die Atomkraft geführt (bitte erläutern, wann, in welchem Kontext, und mit wel- chem konkreten Inhalt)? Welchen aktuellen Kenntnisstand hat die Bundesregierung bezüglich der Un- tersuchungen zu Dokumentationsunregelmäßigkeiten, Fälschungen und Qualitätsproblemen bei Herstellern im Atomkraftbereich, konkret bei Creusot Forge, Japan Casting and Forging Cooperation, Mangiarotti und SBS Forge (vgl. Gibt es nach Kenntnis der Bundesregierung noch Probleme bei weiteren Schmieden/Herstellern oder Zulieferern im Atomkraftbereich?;14.08.2017
Stilllegung des Atomkraftwerks Hamm-Uentrop und Reparatur von Castor- Behältern im Zwischenlager Ahaus Der Thorium-Hochtemperatur-Reaktor (THTR) in Hamm-Uentrop befindet sich seit dem Jahr 1997 im sogenannten sicheren Einschluss, der nach unseren Informationen noch bis zum Jahr 2027 andauern soll (www.atommuellreport.de/ daten/thtr-hamm-uentrop.html).;17.08.2017
– Drucksache 18/13373 – Stilllegung des Atomkraftwerks Hamm-Uentrop und Reparatur von Castor- Behältern im Zwischenlager Ahaus V o r b e me r k u n g d e r F r a g e st e l l e r Der Thorium-Hochtemperatur-Reaktor (THTR) in Hamm-Uentrop befindet sich seit dem Jahr 1997 im sogenannten sicheren Einschluss, der nach unseren Informationen noch bis zum Jahr 2027 andauern soll (www.atommuellreport.de/ daten/thtr-hamm-uentrop.html).;01.09.2017
"Staatssekretärin Rita Schwarzelühr-Sutter auf die Frage der Abgeordneten Sylvia Kotting-Uhl (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/6602, Frage 12): Welche Precursor-Ereignisse gab es im Jahr 2010 in deut- schen Atomkraftwerken (bitte jeweils mit Angabe der wesent- lichen Eckpunkte), und welche Ereignisse wurden im Rahmen der Precursor-Analyse als nicht bewertbar eingestuft (bitte ebenfalls mit Eckpunkteangabe; vergleiche hierzu Antwort der Bundesregierung auf meine schriftliche Frage 115 auf Bundes- tagsdrucksache 18/5596)?";11.11.2015
"(BÜNDNIS 90/DIE GRÜNEN) Zeitplan für den Rückbau des Atomkraft- werks Isar 1 ................................................... 48 Seite Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Initiativen zur Abschaltung des französi- schen Atomkraftwerks Fessenheim seit Amtsantritt des französischen Staatspräsi- denten Emmanuel Macron ............................ Thomas Gambke (BÜNDNIS 90/ DIE GRÜNEN) Welcher Zeitplan wird nach Kenntnis der Bundes- regierung für den Rückbau des Atomkraftwerks Isar 1 verfolgt, und wie viele Brennelemente la- gern aktuell vor Ort? Januar 2017 wurde die erste Stilllegungs- und Abbaugenehmi- gung für das Atomkraftwerk Isar 1 erteilt. Mit Ausnahme des Reststoffbearbeitungszentrums ZEBRA, das auch für den Abbau des Atomkraftwerks Isar 2 vorgesehen ist, sollen die Abbau- maßnahmen für das Atomkraftwerk Isar 1 bis Ende des Jahres 2032 ab- geschlossen werden. Die Lagerbelegung des Brennelementnasslagers im Reaktorgebäude des Atomkraftwerks Isar 1 beträgt derzeit 1 734 Brennelemente. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche konkreten Initiativen, deren Kern die schnellstmögliche endgültige Abschaltung des grenz- nahen französischen Atomkraftwerks Fessenheim war, hat die Bundesregierung seit Amtsantritt des französischen Staatspräsidenten Emmanuel Macron diesem gegenüber ergriffen (gegebenenfalls bitte vollständige und konkrete Angabe machen; die Frage zielt explizit auf Initiativen ab, deren Haupt- anliegen die schnellstmögliche endgültige Abschal- tung des Atomkraftwerks Fessenheim war, und nicht zum Beispiel auf beiläufige Erwähnungen am Rande anderweitiger Gespräche)? September 2017 Die Bundesregierung nimmt die Sorgen der in den Grenzregionen leben- den Bevölkerung hinsichtlich der kerntechnischen Sicherheit der grenz- nahen Atomkraftwerke sehr ernst. Sie hat sich schon seit längerer Zeit gegenüber der französischen Regierung für eine möglichst baldige Still- legung des Atomkraftwerks Fessenheim eingesetzt. Auch gegenüber der neuen französischen Regierung verfolgt die Bun- desregierung das Ziel einer baldigen Stilllegung des Atomkraftwerks Deutscher Bundestag – 18. Daher hat die Bundesministerin bereits wiederholt – so- wohl kurz nach der Präsidentschaftswahl in Frankreich als auch nach der Wahl zur französischen Nationalversammlung – den neuen französi- schen Umweltminister Nicolas Hulot persönlich und nachdrücklich da- rum gebeten, sich um eine möglichst zeitnahe Stilllegung des Atomkraft- werks Fessenheim zu bemühen. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Teilt die Bundesregierung meine Auffassung, dass es sich bei der geplanten Inbetriebnahme des fran- zösischen Atomkraftwerks Flamanville 3 trotz der zwischenzeitlich festgestellten regelwerkswidrigen Materialmängel im Deckel und in der Bodenka- lotte des Reaktordruckbehälters um eine wesent- liche Änderung des Neubauvorhabens handelt (bitte mit Begründung; zur Regelwerkswidrigkeit vgl.";04.09.2017
Wahlperiode 08.09.2017 Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Harald Ebner, Matthias Gastel, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/13371 – Europäische Atompolitik V o r b e me r k u n g d e r F r a g e st e l l e r Deutschland ist an seinen Grenzen von alten und maroden Atomkraftwerken umgeben. In den belgischen Atomkraftwerken (AKW) Doel 3 und Tihange 2 wurden im Jahr 2012 eine Unzahl an Rissen festgestellt, der Brandschutz ist aus Sicht der Fragesteller desaströs (vgl. In den französi- schen Atomkraftwerken Fessenheim und Cattenom herrschen Mängel wie un- zureichender Überflutungsschutz und ungenügende Erdbebensicherheit und im schweizerischen Beznau läuft das älteste Atomkraftwerk der Welt, bei dem ebenfalls Risse gefunden wurden. Betroffene Anrainerstaaten brauchen deswegen aus Sicht der Fragesteller mehr Mitspracherecht bei den Sicherheitsanforderungen an- grenzender Atomkraftwerke. Es liegt in der alleinigen Verantwortung der zuständigen atomrechtlichen Auf- sichtsbehörde Federaal Agentschap voor Nucleaire Controle (FANC), belgische Atomkraftwerke (AKW) sicherheitstechnisch zu bewerten und ggf. Seit dem Jahr 2011 ist für belgische Atomkraftwerke eine Brand-Risikoanalyse (Brand-PSA) gesetzlich vorgeschrieben. Nach Kenntnis der Bundesregierung ist im Vereinigten Königreich die Errichtung weiterer Atomkraftwerke an den Standorten Bradwell, Moorside, Oldbury, Size- well und Wylfa geplant. Nach Kenntnis der Bundesregierung hat sich die Ukraine offen gezeigt, bei Lauf- zeitverlängerungen von Rivne-1 und -2 sowie der Atomkraftwerke Südukraine und Saporishshja grenzüberschreitende Umweltverträglichkeitsprüfungen durch- zuführen. Hat die Bundesregierung mit der polnischen Regierung in den vergangenen zwölf Monaten Gespräche über einen möglichen Einstieg Polens in die Atomkraft geführt (bitte erläutern, wann, in welchem Kontext, und mit wel- chem konkreten Inhalt)? Konkrete Gespräche über einen möglichen Einstieg Po- lens in die Atomkraft haben nicht stattgefunden. Das BMUB führt einen fachlichen Dialog mit dem ENSI sowohl zu den Befunden im Atomkraftwerk Leibstadt als auch zu den erhöhten Oxidationen an Brennele- menthüllrohren im Atomkraftwerk Brokdorf. Bei den betroffenen Brennelemen- ten im Atomkraftwerk Leibstadt wurde aufgrund lokaler Verfärbungen mit cha- rakteristischer Fahnen-Form an den Hüllrohren auf eine ungewöhnliche Oxida- tion des Hüllrohrmaterials infolge von Dryout geschlossen. Diese Art der Oxida- tion liegt im Atomkraftwerk Brokdorf nicht vor. Welchen aktuellen Kenntnisstand hat die Bundesregierung bezüglich der Untersuchungen zu Dokumentationsunregelmäßigkeiten, Fälschungen und Qualitätsproblemen bei Herstellern im Atomkraftbereich, konkret bei Creusot Forge, Japan Casting and Forging Cooperation, Mangiarotti und SBS Forge (vgl. An den Dampferzeugerkalotten des Herstellers Japan Casting and Forging Cooperation (JCFC) haben die Untersuchungen des Betreibers Electricité de France (EdF) an den betroffenen Atomkraftwerken (vgl. Gibt es nach Kenntnis der Bundesregierung noch Probleme bei weiteren Schmieden/Herstellern oder Zulieferern im Atomkraftbereich? Allen Atomkraftwerken konnte attestiert werden, den län- derspezifischen Anforderungen zu entsprechen. Nach Kenntnis der Bun- desregierung sind alle am Meer stehenden Atomkraftwerke in der Europäischen Union gegen seltene Hochwasserereignisse ausgelegt. Im Rahmen dieser Arbeiten werden WENRA-Referenzle- vels mit grundlegenden Sicherheitsanforderungen an Atomkraftwerke erarbeitet, an deren Weiterentwicklung die Bundesregierung sich maßgeblich beteiligt.;06.09.2017
Das gilt für die Sicherheit von Atomkraftwerken, die sichere Endlagerung von Atommüll, neue Risikotechnologien wie Fracking sowie die Konversion der wehrtechnischen Produktion. Es regelt die Frage, wer im Falle einer Zahlungsunfähigkeit von Atomkraftwerksbetreibern für die Kosten von Rück- bau ihrer AKW und Endlagerung ihres Atommülls haftet. In beiden Fällen – der Nachhaftung wie der Sicherung der Rückstellungen – geht es nichtsdestoweniger um das gleiche Ziel: die Steuerzahlerinnen und Steuerzahler davor zu schützen, dass die Kosten für das dicke Ende der Atomkraft auf sie abgewälzt werden. Die Begründungen dafür wer- den derzeit bei jeder Gelegenheit wiederholt: Es sei der Staat gewesen, der den Einstieg in die Atomkraft gewollt habe – also müsse der auch für die Kosten geradestehen. Vergessen die immensen Subventionen, mit denen der Staat den Energieversor- gern den Einstieg in die Atomkraft versüßte? Die Vereinbarungen, wer den Rückbau der Atomkraftwerke und die Endlagerung des Atommülls bezahlt, sind nicht neu, sondern schon lange in Gesetzesform gegossen.;12.11.2015
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Jeweils wann (bitte Kalenderdatum angeben) und in welcher Form (Gespräch, E-Mail, Telefonat, Briefwechsel etc.) hat die Bundesregierung der belgischen atomrechtlichen Aufsichtsbehörde FANC die in ihren Antworten zu den Fragen 3 und 5 der Kleinen Anfrage der Fraktion BÜND- NIS 90/DIE GRÜNEN auf Bundestagsdrucksa- che 18/13337 erwähnten weitere Fragen zur Her- stellungsdokumentation der Reaktordruckbehäl- ter der belgischen Atomkraftwerke Tihange 2 und Doel 3 gestellt (bitte vollständige Angaben ma- chen)?;20.10.2017
Jahren gewährlei- stet.« Atomkraft wird in Deutschland seit dem 17. Juni 1961, als das Atomkraftwerk Kahl den Betrieb aufnahm, zivil genutzt (Gunkel 2011). 579 17.8.2010 nukleare Ver- und Entsorgung – Einhaltung der Verträge zur Ab- schaltung der Atomkraftwerke bis 2023 13.587 73.978 k.;20.10.2017
Wahlperiode – VII – Drucksache 18/13696 Seite Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Beteiligung von Bürgern am grenzüber- schreitenden Beteiligungsverfahren für den Neubau des Atomkraftwerks Hinkley Point C in Somerset ....................................... 71 Anforderungen der finnischen Atomaufsichts- und Genehmigungsbehörde an die Leittech- nik des Reaktorschutzsystems des neuen finnischen Atomkraftwerks Olkiluoto 3 ........ formal oder juris- tisch für die betroffenen Bürgerinnen und Bürger, die sich am grenzüberschreitenden Beteiligungs- verfahren für den Neubau eines Atomkraftwerks (Hinkley Point C) in Somerset beteiligen möchten, durch die Tatsache, dass das britische Department of Business, Energy and Industrial Strategy (Mi- nisterium für Wirtschaft, Energie und Indus- triestrategie) des Vereinigten Königreichs Groß- britannien und Nordirland das Verfahren nicht als formelle Notifizierung im Sinne des Artikels 3 des Übereinkommens über die Umweltverträglichkeits- prüfung in einem grenzüberschreitenden Rahmen (Espoo-Konvention) ansieht (vgl. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Erkenntnisse hat die Bundesregierung darüber, inwiefern die finnische Atomaufsichts- und Genehmigungsbehörde für die Leittechnik des Reaktorschutzsystems des neuen finnischen Atomkraftwerks vom Typ EPR, Olkiluoto 3, stren- gere bzw. bitte möglichst ausführlich darlegen inklusive der Gründe), und welche Erkenntnisse hat die Bundesregierung dar- über, inwiefern beim Atomkraftwerkstyp EPR, ins- besondere beim geplanten britischen EPR-Neu- bau Hinkley Point C, die Verankerung des Kühl- kreislaufs im Reaktorgebäude nicht über Anker- platten sondern anderweitig realisiert ist (bitte ebenfalls möglichst ausführlich darlegen)?;23.10.2017
(Beifall beim BÜNDNIS 90/DIE GRÜNEN sowie bei Abgeordneten der SPD) Dass wir als Delegation des Deutschen Bundestages zu dieser Klimakonferenz fahren und dort auch mit den anderen Kollegen diskutieren können – es ist übrigens Tradition bei den Klimapolitikern, die Ziele, die wir in Deutschland beschlossen haben, etwa den Ausstieg aus der Atomkraft, die Energiewende, CO2-Reduktion um 40 Prozent bis 2020, gemeinsam, in großer Geschlos- senheit auf den Klimakonferenzen zu vertreten –, haben wir nicht dem Parlament zu verdanken, nicht dem Bun- destagspräsidenten, sondern der Umweltministerin .;24.11.2015
13927 B Anlage 33 Mündliche Frage 37 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Abschluss der Stellungnahme der Gesell- schaft für Anlagen- und Reaktorsicherheit zur Sumpfsiebproblematik im Atomkraft- werk Gundremmingen Antwort Rita Schwarzelühr-Sutter, Parl . Sep- tember 2015 auf meine schriftliche Frage 81 auf Bundestags- drucksache 18/5977 genannte Stellungnahme der Gesellschaft für Anlagen- und Reaktorsicherheit (GRS) zur Sumpfsieb- problematik im Atomkraftwerk Gundremmingen mittlerweile schon abgeschlossen (gegebenenfalls bitte mit Angabe des Kalenderdatums), und falls ja, ist sie seitens des Bundesminis- teriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit (BMUB) schon ausgewertet und abgenommen?;02.12.2015
"14330 C Anlage 30 Mündliche Frage 49 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Möglicher Brennelementeabriss beim Brenn- elementewechsel in Reaktordruckbehältern deutscher Atomkraftwerke Antwort Rita Schwarzelühr-Sutter, Parl . Staatssekretärin Rita Schwarzelühr-Sutter auf die Frage der Abgeordneten Sylvia Kotting-Uhl (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/6996, Frage 49): Kann das Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit praktisch ausschließen, dass ers- tens ein Brennelementeabriss ähnlich dem im Lagerbecken des Atomkraftwerks Gundremmingen am 5 . November 2015 sich auch bei einem Brennelementewechsel im Reaktordruck- behälter eines der acht deutschen Atomkraftwerke, die noch eine Berechtigung zum Leistungsbetrieb haben, ereignen könnte (bitte mit Begründung; zum oben genannten Zwischen- fall siehe Meldung „Brennelement löst sich von seinem ‚Kopf‘ bei Handhabung im Lagerbecken“ vom 6 .";16.12.2015
Januar 2016 VI Anlage 24 Mündliche Frage 37 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Etwaige Vorfälle im Hinblick auf eine man- gelhafte Sicherheitskultur im grenznahen Schweizer Atomkraftwerk Leibstadt Antwort Rita Schwarzelühr-Sutter, Parl . Aufforderungen hat die Bundesregierung in dieser Wahlperiode bislang an die Schweizer Atomaufsicht hinsichtlich auf eine mangelhafte Sicherheitskultur schließen lassender Vorfälle im grenzna- hen Schweizer Atomkraftwerk Leibstadt (vergleiche Pres- semitteilung 5/2016 des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit „Schwarzelühr- Sutter besorgt über Sicherheitskultur im Atomkraftwerk Leibstadt“ vom 14 . Aufforderungen an die schweizerische atomrechtliche Aufsichtsbehörde ENSI hinsichtlich der Sicherheitskultur im Atomkraft- werk (AKW) Leibstadt seitens der Bundesregierung bis- her nicht gegeben . Staatssekretärin Brigitte Zypries auf die Frage des Abgeordneten Oliver Krischer (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/7330, Frage 40): Teilt die Bundesregierung die Einschätzung des bel- gischen Staatsrates (siehe www .europarl .europa .eu/sides/ getDoc.do?pubRef=-%2F%2FEP%2F%2FTEXT%2 BWQ%2BP-2016-000009%2B0%2BDOC%2BXML%2B- V0%2F%2FDE&Ianguage=DE), wonach die von der belgi- schen Regierung in der Laufzeitverlängerung für die Atomkraft- werke Doel 1 und Doel 2 gegenüber dem Betreiber Electrabel S .;27.01.2016
15196 D Anlage 27 Mündliche Frage 37 Sylvia Kotting­Uhl (BÜNDNIS 90/ DIE GRÜNEN) Etwaiges Materialproblem bei den Reak­ tordruckbehältern der grenznahen fran­ zösischen Atomkraftwerke Cattenom und Fessenheim Antwort Rita Schwarzelühr-Sutter, Parl. Staatssekretärin Rita Schwarzelühr-Sutter auf die Frage der Abgeordneten Sylvia Kotting­Uhl (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/7509, Frage 37): Verfügt die Bundesregierung mittlerweile über Erkennt- nisse, dass bereits praktisch ausgeschlossen werden kann, dass die Reaktordruckbehälter der grenznahen französischen Atomkraftwerke Cattenom und Fessenheim durch ein ähn- lich gravierendes Materialproblem wie die Reaktordruckbe- hälter der Atomkraftwerke Beznau 1, Tihange 2 oder Doel 3 geschwächt sind (zu den am 2. Wie bereits in der Antwort der Bundesregierung auf die Schriftliche Frage 56 auf Bundestagsdrucksa- che 18/6603 erwähnt, sind der Bundesregierung keine Ultraschall anzeigen an den Reaktordruckbehältern der Atomkraftwerke in Fessenheim und Cattenom bekannt. Im Übrigen ist die Sicherheit der grenznahen Atomkraftwer- ke Cattenom und Fessenheim Gegenstand der bilateralen Beratungen der regelmäßig tagenden Deutsch-Französi- schen Kommission für Fragen der Sicherheit kerntechni- scher Einrichtungen.;17.02.2016
"Mehr noch: Inzwischen ist das Ende der großen Atomkraftwerke in Deutschland längst beschlossener Konsens, sodass in sieben Jahren auch aus den Steckdosen kein Atomstrom mehr – auch nicht für Staubsauger – kommen wird; das ist gut so . Die bereits genannte Atomkraft und die Agrogentechnik sind zwei Themen, bei denen sich nach anfänglicher Euphorie herausge- stellt hat, dass sich diese Technologien nicht bewähren .";18.02.2016
