filtered_text;sentiment;date
Loske, Reinhard (BÜNDNIS 90/DIE GRÜNEN) Auswirkungen des Urteils des Bundesverfassungsgerichts zum Luftsicherheitsgesetz auf die Sicherheit von Atomkraftwerken bei Terrorangriffen . 23 Schnelleres Abschalten der gegen potenzielle Terroranschläge nicht hinreichend gesicherten älteren Atomkraftwerke . Reinhard Loske (BÜNDNIS 90/ DIE GRÜNEN) Welche Konsequenzen zieht die Bundesregierung aus der Tatsache, dass mit dem Urteil des Bundesverfassungsgerichts zum Luftsicherheitsgesetz die Sicherheit von Atomkraftwerken bei Terrorangriffen aus der Luft nicht länger in dem angestrebten Umfang gewährleistet ist, weil das Luftsicherheitsgesetz neben der kurzfristigen Vernebelung als integraler Bestandteil des Schutzkonzeptes von gefährdeten Atomkraftwerken entfallen ist? März 2006 Die Sicherung von Atomkraftwerken vor Terrorangriffen aus der Luft sollte zu keinem Zeitpunkt allein durch Maßnahmen nach § 14 Abs. Reinhard Loske (BÜNDNIS 90/ DIE GRÜNEN) Wie bewertet die Bundesregierung den Vorschlag, dass die Betreiber von Atomkraftwerken die rechtlichen Möglichkeiten des Atomausstieggesetzes nutzen und mit Hilfe der Übertragungsregel die Reststrommengen von alten, weniger sicheren Atomkraftwerken auf neue, weniger unsichere Anlagen übertragen sollten? Februar 2006 aufgreifen und in Gespräche mit den Betreibern der Atomkraftwerke eintreten, um der Intention des vereinbarten Atomausstiegs folgend ein schnelleres Abschalten der gegen potenzielle Terroranschläge nicht hinreichend gesicherten älteren Atomkraftwerke zu erreichen? März 2006 Die Bundesregierung hat sich auch in der Vergangenheit bereits kontinuierlich mit den Fragen der Sicherung von Atomkraftwerken und Maßnahmen gegen Terroranschläge befasst. Hierbei sind auch Gespräche mit den Betreibern der Atomkraftwerke geführt worden.;negative;03.03.2006
Anton Hofreiter, Winfried Nachtwei, Christine Scheel, Rainder Steenblock, Josef Philip Winkler, Renate Künast, Fritz Kuhn und der Fraktion BÜNDNIS 90/DIE GRÜNEN Nie wieder Tschernobyl – Zukunftssichere Energieversorgung ohne Atomkraft Der Bundestag wolle beschließen: I. In Block 4 des Atomkraftwerks löste eine nicht mehr zu stoppende Kettenreaktion eine gewaltige Explosion aus. In einem Radius von 8 km um das Atomkraftwerk (AKW) müssen alle Anwohner evakuiert werden, 75 000 Menschen fliehen. Paks/Ungarn, April 2003: Im Block 2 des Atomkraftwerks Paks, 115 Kilometer südlich der ungarischen Hauptstadt Budapest, ereignet sich der schwerste Unfall in einem europäischen Atomreaktor seit der Katastrophe in Tschernobyl. Der Deutsche Bundestag begrüßt, dass die von den Fraktionen SPD und BÜNDNIS 90/DIE GRÜNEN gebildete frühere Bundesregierung daraus die notwendigen Konsequenzen gezogen hat: Im Jahr 2000 wurde der Atomausstieg vertraglich mit den Atomkraftwerksbetreibern vereinbart und im Atomgesetz festgeschrieben. Danach wurden die vormals unbegrenzten Laufzeiten der Atomkraftwerke auf 32 Jahre nach Inbetriebnahme begrenzt, die Errichtung neuer Atomkraftwerke verboten und der Ausstieg aus der Plutoniumsproduktion durch Wiederaufarbeitung eingeleitet. Von 20 mit einer Betriebsgenehmigung versehenen Atomkraftwerken laufen heute noch 17. Dass Atomkraftwerke in der Zielplanung islamistischer Terroristen eine Rolle spielen, gilt nach den Bekenntnissen zweier inhaftierter Al-Quaida-Führer als sicher. Es ist deshalb unverzichtbar, Szenarien terroristischer Angriffe in die künftige Risikobewertung von Atomkraftwerken ernsthafter als bisher einzubeziehen. Und trotz dieser Milliardensummen in den letzten Jahrzehnten ist die Atomkraft bis heute nicht wettbewerbsfähig. Denn längere Laufzeiten durch veraltete Atomkraftwerke bedeuten neben ausbleibenden Investitionen für innovative Energietechnologien mehr Atommüll, mehr Castortransporte und ein steigendes Sicherheitsrisiko für die Bevölkerung. Nicht nur sicherheitstechnisch, sondern auch finanztechnisch ist die Atomkraft eine Hochrisikotechnologie. Damit werden die Kapitalneben den Baukosten der zweite große Brocken bei der Finanzierung eines Atomkraftwerks. Atomkraft mit seinen exorbitant hohen Anfangsinvestitionen und Jahrzehnte dauernden Kapitalrücklaufzeiten passt nicht zu liberalisierten Märkten. Der Deutsche Bundestag stellt fest, dass angesichts der realen Entwicklungen von einer Renaissance der Atomkraft im weltweiten Maßstab keine Rede sein kann. Bis heute gibt es keinerlei Anzeichen, die eine solche These rechtfertigen: Insgesamt waren nach Angaben der IAEA im Jahr 2005 weltweit 28 Atomkraftwerke mit einer Gesamtkapazität von etwa 27 000 Megawatt im Bau. Der Ausbau neuer Atomkraftwerke, vor allem in den westlichen Industriestaaten, stagniert zum Teil schon seit Jahrzehnten. Atomkraft hatte daran einen Anteil von gerade zwei Prozent. Noch mehr Forschungsgelder für Atomkraft sind ein Irrweg. Ergebnis: die Atomkraft deckt bis heute nur einen verschwindend geringen Anteil des gesamten Weltenergieverbrauchs! Der Deutsche Bundestag stellt fest, dass Atomkraft als Mittel gegen den Klimakollaps eine von interessierter Seite genährte Illusion ist. Neben der Wiedereröffnung bereits stillgelegter Uranbergwerke müssten bei einem Weiterbetrieb der Atomkraftwerke auf heutigem Niveau oder gar einem Ausbau des globalen Reaktorarsenals neue, immer weniger ertragreiche Lagerstätten erschlossen werden – die tendenziell immer weniger Uran und immer mehr prekären Abraum mit überdurchschnittlichem Gehalt an radioaktiven Isotopen produzieren. Wahlperiode – 7 – Drucksache 16/860 ● bis zum Jahr 2009 dafür zu sorgen, dass mit den Atomkraftwerken in Biblis A und B, Neckarwestheim und Brunsbüttel vier weitere Atommeiler fristgerecht nach dem Atomausstiegsgesetz abgeschaltet werden.;negative;08.03.2006
Januar 2006 Mündliche Frage 20 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Sicherstellung der Abwehr terroristischer Angriffe auf Atomkraftwerke Antwort Peter Altmaier, Parl. Anlage 18 Mündliche Frage 47 Brigitte Pothmer (BÜNDNIS 90/ DIE GRÜNEN) Sicherheit der Atomkraftwerke Biblis A und B, Neckarwestheim und Brunsbüttel Antwort Michael Müller, Parl. Dann kommen wir zu Frage 20 der Kollegin KottingUhl: Kann die Bundesregierung die Abwehr terroristischer Angriffe gegen Atomkraftwerke sicherstellen und eine Gefährdung der Bevölkerung mit Sicherheit ausschließen? Staatssekretärs Michael Müller auf die Frage der Abgeordneten Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) (Drucksache 16/357, Frage 43): Welche Kosten entstehen bei der Entsorgung des hochradioaktiven Atommülls der Kernforschungsanlage in Karlsruhe, und lassen sich die Entsorgungskosten hochradioaktiven Atommülls der Atomkraftwerke aus den Erkenntnissen aus Karlsruhe ableiten? Legislaturperiode beschlossenen Atomausstieg, oder wird die Bundesregierung Anträge zur Laufzeitverlängerung einzelner Atomkraftwerke (AKWs) genehmigen? Elektrizitätsmengenübertragungen von einem Atomkraftwerk auf ein anderes Atomkraftwerk sind in § 7 Abs. Die Zustimmung nach Satz 2 ist nicht erforderlich, wenn die abgebende Anlage den Leistungsbetrieb dauerhaft einstellt und ein Antrag nach Absatz 3 Satz l zur Stillegung der Anlage gestellt worden ist.“ Anträge zur Übertragung von Elektrizitätsmengen zwischen bestehenden Atomkraftwerken sind von den Betreibern bisher nicht gestellt. Nein, die Atomkraftwerke Biblis A und B, Neckarwestheim l und Brunsbüttel gehören nicht zu den in Deutschland und weltweit hochmodernsten und sichersten Atomkraftwerken.;negative;18.01.2006
4 Geschäftsbereich des Auswärtigen Amts Fell, Hans Josef (BÜNDNIS 90/DIE GRÜNEN) Erkenntnisse zum gemutmaßten Sabotageakt im südafrikanischen Atomkraftwerk Koeberg . 31 Fell, Hans Josef (BÜNDNIS 90/DIE GRÜNEN) Ausschluss eines ähnlichen Falls in Deutschland wie dem gemutmaßten Sabotageakt im südafrikanischen Atomkraftwerk Koeberg . Abgeordneter Hans Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Welche Informationen liegen der Bundesregierung bezüglich des jüngst gemutmaßten Sabotageakts und daraus folgender Gefährdungen im südafrikanischen Atomkraftwerk Koeberg (dpa vom 28. März 2006 Grundsätzlich kann das Auftreten sicherheits- oder sicherungsrelevanter Vorkommnisse in deutschen Atomkraftwerken nicht ausgeschlossen werden.;negative;24.03.2006
Abgeordneter Hans Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Rechnet die Bundesregierung mit einem Anstieg der Kosten für die Beseitigung der Altlasten aus britischen Atomkraftwerken analog den 14 Mrd. Abgeordneter Hans Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Welche Schlussfolgerungen für das Atomrecht zieht die Bundesregierung aus dem Verschwinden von sicherheitsrelevanten Schlüsseln in dem Atomkraftwerk Philippsburg (vgl.;neutral;31.03.2006
Pläne zum Neubau von Atomkraftwerken liegen nicht vor. Angela Merkel, bezüglich des Atomausstiegs, „man halte erst einmal am Koalitionsvertrag fest, plane aber mit dem Zeitrahmen 2020 darüber hinaus“, eine Verlängerung der Laufzeiten der Atomkraftwerke gemeint, und ist dies im Sinne einer Planungssicherheit in der Energiewirtschaft?;neutral;13.04.2006
Mit dem Terrorismus ist eine neue Gefahr aufgetaucht, für die Atomkraftwerke nie ausgelegt wurden. Weder scheint es möglich, Terroranschläge auf Atomkraftwerke auszuschließen, noch sind die Atomkraftwerke dafür gebaut, einem Terrorangriff mit Sicherheit standzuhalten. Die Missbrauchgefahr energetisch genutzter Atomkraft erschöpft sich aber nicht nur auf Terroranschläge, sondern umfasst auch die Proliferationsgefahren. Versuche der USA haben gezeigt, dass für eine Atomwaffe bereits das atomare Material genügen kann, das in einem Atomkraftwerk verwendet wird. Teilt die Bundesregierung die Auffassung, dass das Atomkraftwerk (AKW) Brunsbüttel neben der besonderen Störanfälligkeit und den Werkstoffproblemen, die mit der Alterung der Anlage zunehmen, eine grundlegende Auslegungsschwäche aufweist und deshalb die Bodenwanne des Containments im Fall einer Kernschmelze innerhalb weniger Minuten durchschmelzen würde, der Sicherheitsbehälter also besonders anfällig für rasches Durchschmelzen ist? April 2003 sich in dem Block 2 des ungarischen Atomkraftwerks Paks II 30 hochradioaktive Brennelemente überhitzten, die dabei zerstört wurden obwohl der Reaktor zuvor mit westlicher Hilfe modernisiert worden war? Ist der Bundesregierung bekannt, dass unter dem Kraftwerksgelände des Atomkraftwerks Neckarwestheim Hohlraumbildungen vorhanden sind, sowie dass Jahr für Jahr in großen Mengen gelöstes Gestein durch Grundwasserabpumpung ausgespült wird, das die Hohlräume vergrößern kann? Gerhard Jentzsch (Jena), Präsident der Deutschen Geophysikalischen Gesellschaft, dass die Erdbebensicherheit durch die Hohlraumbildung unter den genannten Atomkraftwerksstandorten deutlich verringert wird (Quelle: Greenpeace: Risiko Restlaufzeit. Die Probleme und Schwachstellen der vier ältesten deutschen Atomkraftwerke. Kann ein Versagen der Sicherheitsventile, wie beim Störfall im Atomkraftwerk Unterweser 1998 (hier haben bei einer Schnellabschaltung die Sicherheitsventile nicht funktioniert), nun auch in Deutschland ausgeschlossen werden, oder ist hier, im Gegensatz zu den USA und Frankreich, das Hochfahren der Reaktoren auch dann möglich, wenn die Ventile geschlossen sind? Sieht die Bundesregierung die Verfügbarkeit von ausreichend ausgebildetem Personal in Deutschland bis zur im Atomausstiegsgesetz vorgesehenen Abschaltung des letzten Atomkraftwerks als gesichert an, obwohl seit mehreren Jahren kaum noch Nuklearphysiker ausgebildet werden? Wurden die Betreiber von Atomkraftwerken nach dem Verursacherprinzip an der Finanzierung der Jodtabletten beteiligt? Für den Umkreis bis 100 km um die Atomkraftwerksstandorte wurden Kaliumjodidtabletten für Jugendliche bis 18 Jahren und Schwangere beschafft und in acht zentralen Lagern im Bundesgebiet zwischengelagert. Welche Folgen für die Bevölkerung, die Ökonomie sowie die Energieinfrastruktur hätte es aus Sicht der Bundesregierung, wenn in Deutschland ein erfolgreicher Terrorangriff auf ein Atomkraftwerk ausgeführt würde? Terrorgefahren für Atomkraftwerke 12. Mohamed El Baradei, dass nach den Anschlägen in New York und Washington es nun „weit wahrscheinlicher“ als bisher angenommen sei, dass es auch zu Terrorakten auf Atomkraftwerke kommen könne und zu der Gefahr dass Regierungen Atommaterial für geheime Nuklearprogramme benutzen könnten, nun auch die Gefahr hinzu käme, dass sich Extremisten radioaktives Material beschaffen, um damit Panik in der Bevölkerung zu schüren oder Gebiete gezielt zu verseuchen (Quelle: SPIEGEL ONLINE v. Welche Szenarien terroristischer Angriffe auf Atomanlagen, insbesondere Atomkraftwerke, hält die Bundesregierung für möglich? Ist der Bundesregierung bekannt, dass im November 2005 in Australien mutmaßliche Terroristen festgenommen wurden, die einen Anschlag auf das Atomkraftwerk Lucas Heights in Sydney geplant hatten und einige davon direkt vor dem Atomkraftwerk verhaftet wurden und das Schloss zum Zufahrtstor des Reaktors bereits aufgebrochen war? Hat die Bundesregierung davon Kenntnis genommen, dass der Forschungsmitarbeiter beim Bundesbeauftragten für die Unterlagen des Staatssicherdienstes der ehemaligen Deutschen Demokratischen Republik (BStU), Thomas Auerbach, berichtet, dass in der aus Sicherheitserwägungen nicht veröffentlichten Liste der 346 Zielobjekte des Jahres 1981 6 Atomkraftwerke (Neckarwestheim, Philippsburg, Biblis, Stade, Würgassen und Gundremmingen sowie die Kernforschungsanlagen Jülich und Karlsruhe) aufgeführt worden seien (Quelle: Thomas Auerbach: Einsatzkommandos an der unsichtbaren Front. Ist der Bundesregierung bekannt, mit welchen Mitteln die Atomkraftwerke angegriffen werden sollten? Ist der Bundesregierung bekannt, warum diese 6 Atomkraftwerke ausgewählt wurden? Hält die Bundesregierung in Ansehung der Erkenntnisse der Terrorismusforschung sowie der Hinweise auf mögliche Anschlagsplanungen der Vergangenheit die Auffassung der Betreiber für zutreffend, dass Atomkraftwerke deshalb nicht als potentielle Anschlagsziele anzusehen seien, weil ihnen in der Vorstellungswelt potentieller Täter keine hohe symbolische Bedeutung, etwa vergleichbar der Bedeutung des Word Trade Center, zukommen soll? September 2001 den Angriff auf ein Atomkraftwerk in Betracht gezogen hatten (siehe „9/11 Commission Report“ des US-Kongresses – Quelle: www.9-11commission.gov/) und weitere Hinweise auf Anschlagsabsichten aus anderen Ländern vorliegen? Kann die Bundesregierung mit Sicherheit die erfolgreiche Abwehr terroristischer Angriffe gegen Atomkraftwerke garantieren? Wird das Eindringen von bewaffneten Gruppierungen in ein Atomkraftwerk als ein Risikoszenario betrachtet? Wie bewertet die Bundesregierung die vorgeschlagenen Maßnahmen einer vorbeugenden Vernebelung von Atomkraftwerken im Gefahrenfall? Wie bewertet die Bundesregierung die Kritik von Luftfahrtexperten an den geplanten Störungsmöglichkeiten der Navigationssysteme (Quelle: Greenpeace: Terrorangriffe auf deutsche Atomkraftwerke. Hat die Bundesregierung vor dem Hintergrund, dass die Atomkraftwerke an Wasserstraßen liegen, um den Kühlbedarf sicherzustellen, spezielle Maßnahmen getätigt, die einen erfolgreichen Angriff der von Schiffen ausgeht, verhindern könnten? September 2001 vor 3 Jahren Folge geleistet, anhand von Detailuntersuchungen mögliche Schadenspotenziale durch Flugzeugabstürze an den einzelnen Atomkraftwerken festzustellen und zu berichten, und welche nicht? Schließt die Bundesregierung den Abschuss von Passagierflugzeugen als Abwehrmaßnahme zum Schutz der Atomkraftwerke aus? Welche Schlussfolgerungen zieht die Bundesregierung für Atomkraftwerke aus den Erkenntnissen des Bundesministers des Innern, Dr. Falls ja, trifft die Bundesregierung besondere Maßnahmen, um die Terrorgefahr für Atomkraftwerke zu vermindern? Beabsichtigt die Bundesregierung, die besonders terrorgefährdeten Atomkraftwerke während der Fußballweltmeisterschaft stillzulegen, oder versucht die Bundesregierung im Einvernehmen mit den Atomkraftwerksbetreibern der besonders gefährdeten Atomkraftwerke eine vorübergehende Stilllegung dieser Atomkraftwerke zu bewirken? Welche Strategien verfolgt die Bundesregierung, um in der europäischen Union die Terrorgefahr für Atomkraftwerke auszuschließen? Welche Atomkraftwerke sind daraus folgend nach Auffassung der Bundesregierung so ausgelegt, dass ein Super-GAU mit verheerender Freisetzung von Radioaktivität ausgeschlossen werden kann, für den Fall, dass es zu einem Absturz einer voll betankten großen Passagiermaschine des Typs Boing 747 oder der A380-Klasse kommt? In den Genehmigungsverfahren zur Errichtung der deutschen Atomkraftwerke wurde ein Nachweis hinsichtlich des Schutzes vor einem gezielten Absturz eines größeren Passagierflugzeugs nicht geführt. Das bedeutet jedoch bei keinem deutschen Atomkraftwerk eine „Auslegung“ im Sinne der Strahlenschutzverordnung. Ist der Bundesregierung bekannt, dass die meisten in Deutschland in Betrieb befindlichen Atomkraftwerke für den potenziellen Absturz eines Phantom-Kampfflugzeugs ausgelegt sind, die nur ein Zwanzigstel von dem Gewicht eines Airbus A380 aufweisen, und hat die Bundesregierung Kenntnis davon, dass einige Atomkraftwerke wie Biblis B, Neckarwestheim I, Unterweser und Isar 1 nur für den wesentlich leichteren Starfighter ausgelegt sind, die Atomkraftwerke Brunsbüttel sowie Biblis A sogar nur für den Absturz eines Sportflugzeuges? Kann die Bundesregierung bestätigen, dass verschiedene Atomkraftwerke älterer Bauart auch nicht gegen die Zerstörung der Reaktorhülle durch den zufälligen Absturz einer schnell fliegenden Militärmaschine ausgelegt und somit hinreichend gesichert sind? Geht die Bundesregierung davon aus, dass sämtliche Atomkraftwerke in gleichem Maße Sprengstoffen, Raketen oder Granaten standhalten könnten, oder gibt es Unterschiede etwa aufgrund verschiedener Baumaterialien und Wanddicken? Ist es aus Sicht der Bundesregierung ausgeschlossen, dass von außen die Computeranlagen der Atomkraftwerke dahin gehend beeinflusst werden können, dass eine Gefährdung des Betriebs entstehen könnte? Ist es aus Sicht der Bundesregierung ausgeschlossen, dass Mitarbeiter von Atomkraftwerken den Betrieb manipulieren und damit gefährden – etwa indem sie Sabotage an Mess- und Überwachungsgeräten, Ventilen, Pumpen oder am BE-Lagerbecken begehen – oder mit Eindringlingen von außen zusammenarbeiten? Wurden sämtliche 55 Auflagen befolgt, die 1991 in zwei Bescheiden zur Anlagensicherheit und Anlagensicherung gemacht wurden, nachdem in einer Sicherheitsanalyse erhebliche Mängel am Atomkraftwerk Biblis A festgestellt wurden (Quelle: Greenpeace: Risiko Restlaufzeit. Die Probleme und Schwachstellen der vier ältesten deutschen Atomkraftwerke. Kann nach Auffassung der Bundesregierung ausgeschlossen werden, dass bei dem Atomkraftwerk Neckarwestheim I mit seinem zum Teil vermischten Notkühlsystem Schäden eines Notkühlstrangs zu Schäden an anderen Strängen führen? Ist es korrekt, dass das Atomkraftwerk Neckarwestheim I noch schwächer gegen schwerere Flugzeugabstürze ausgelegt ist als das Atomkraftwerk Neckarwestheim II? Gibt es nach Erkenntnissen der Bundesregierung im Ausland Atomkraftwerke, die sicherer gegen Terrorangriffe mit Passagierflugzeugen ausgelegt sind als die deutschen Atomkraftwerke Biblis A und Brunsbüttel? Ist der Bundesregierung der Fall bekannt, dass Atomkraftwerksgegner am 10. Ist der Bundesregierung bekannt, dass dutzende Aktivistinnen und Aktivisten von Greenpeace in Australien im Jahre 2001 nach den Terroranschlägen in den USA ohne Widerstand auf das Atomkraftwerksgelände des Reaktors Lukas Heights vorgedrungen sind und erst eine halbe Stunde später die Polizei eintraf? hat sie angeordnet, um die Gefahren eines direkten und „erfolgreichen“ terroristischen Angriffs – zu Lande oder vom Fluss aus – auf ein Atomkraftwerk zu verringern? Würde die Bundesregierung Unternehmen dulden oder sogar unterstützen, falls sich deutsche Unternehmen beim Bau von Atomkraftwerken im Iran beteiligen möchten und falls der Iran vertraglich zusichert, sich an die Bestimmungen der Internationalen Atomenergie-Organisation zu halten? Die Bundesregierung unterstützt nicht aktiv den Bau von Atomkraftwerken in Drittländern, kann diese aber auch nicht hindern, auf diese Technologie zu setzen. Die Genehmigung der Beteiligung deutscher Unternehmen beim Bau von Atomkraftwerken unterliegt den Bestimmungen der Exportkontrolle. Gibt es internationale Atomkraftwerksprojekte, die von der Bundesregierung unter Proliferationsgesichtspunkten kritisch betrachtet werden? Die Bundesregierung hat sich gemeinsam mit den anderen 44 Mitgliedstaaten der Gruppe der Nuklearen Lieferländer (Nuclear Suppliers Group) verpflichtet, keine Ausfuhren für internationale Atomkraftwerksprojekte an Nichtkernwaffenstaaten zu genehmigen, in denen nicht alle Nuklearaktivitäten umfassenden Sicherungsmaßnahmen der IAEO unterliegen. Sollte aus Sicht der Bundesregierung der derzeitige globale Anteil der Atomenergie am Endenergieverbrauch von etwa 2,5 Prozent deutlich zunehmen und die Anzahl der rund 440 weltweiten Atomkraftwerke, die heute somit eine genutzte Energiemenge erzeugen, die etwa der jährlichen globalen Zunahme des Energieverbrauchs entspricht, steigen, und falls ja, Deutscher Bundestag – 16. Teilt die Bundesregierung die Auffassung, dass es eine erhebliche Beeinträchtigung der Akzeptanz der Atomenergie zur Folge haben könnte, falls es zu einem Anschlag auf ein Atomkraftwerk im In oder Ausland kommen sollte, in dessen Konsequenz erheblicher Druck ausgeübt werden dürfte, Atomkraftwerke abzuschalten? Wird die Bundesregierung an ihrer Position festhalten, für Atomkraftwerksneubauten keine Hermes-Bürgschaften zu vergeben, so wie es in den aktuell gültigen Hermes-Leitlinien festgelegt ist? Setzt sich die Bundesregierung in anderen europäischen Staaten dafür ein, die Laufzeiten für ältere und damit gefährlichere Atomkraftwerke nicht zu verlängern?;negative;19.04.2006
Mündliche Frage 2 Hans Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Aussage des Bundesministers für Wirtschaft und Technologie zur Verlängerung der Laufzeiten von Atomkraftwerken Antwort Astrid Klug, Parl. Ich rufe die Frage 2 des Kollegen Hans Josef Fell auf: Handelt es sich bei den Aussagen des Bundesministers für Wirtschaft und Technologie, Michael Glos, für eine Verlängerung der Laufzeiten von Atomkraftwerken um eine Privatmeinung des Ministers oder beabsichtigt die Bundesregierung, ihre Arbeitsgrundlage zu verändern, die sie in der Antwort auf meine Frage 44 in der Fragestunde am 18. Der Bundesminister für Wirtschaft und Technologie Glos hat in aller Deutlichkeit darauf hingewiesen, dass eine Laufzeitverlängerung von Atomkraftwerken in seinem Sinne sei. Ich bin blutiger Laie in Bezug auf die Konstruktion von Atomkraftwerken. Deshalb würde ich gerne von Ihnen wissen, was denn geschehen würde, wenn ein Atomkraftwerk von einem entführten Flugzeug angesteuert würde – ich erinnere an die vergleichbaren Vorgänge vom 11. September –, und wie der Unfall aussehen würde, wenn tatsächlich ein mit Kerosin vollgetanktes Flugzeug auf ein Atomkraftwerk stürzen würde.;positive;25.01.2006
Ist die Bundesregierung der Auffassung, dass die Atomkraft „keine Zukunftstechnologie“ ist, sondern Investitionen in effiziente und erneuerbare Energietechnologien hemmt, wie es im Vorwort des Magazins heißt? Teilt die Bundesregierung die in dem oben genannten Magazin von Bundesminister Sigmar Gabriel geäußerte Auffassung, dass „Atomkraft den Umstieg auf ein modernes Energiesystem erschwert und Innovationen blockiert“? Ist die Bundesregierung der Auffassung, dass „Atomkraftwerke teure Risikotechnologien bleiben“? Aus welchen Gründen hat die Bundesregierung Ausfuhrgenehmigungen erteilt oder Bürgschaften genehmigt, wenn „Atomkraftwerke teure Risikotechnologien sind“, wie Bundesminister Sigmar Gabriel meint?;negative;26.04.2006
41 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Maßnahmen gegen die Innentäterproblematik in Atomkraftwerken . 43 Geschäftsbereich des Bundesministeriums für Bildung und Forschung Kelber, Ulrich (SPD) Verwendung von Bundesmitteln im Bereich der Atomenergie auch für die Förderung des wissenschaftlichen Nachwuchses sowie für die Forschung für einen „Wiedereinstieg“ (in die Atomkraft) . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Zieht die Bundesregierung bei der Innentäterproblematik in Atomkraftwerken lediglich die Bedrohung durch Einzeltäter in Betracht oder werden dabei auch Aktivitäten einer Gruppe von Innentätern umfassend in Betracht gezogen? Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Ist es zutreffend, dass eine der wichtigsten Maßnahmen gegen Innentäter in Atomkraftwerken das „Vier-Augen-Prinzip“ in sensitiven Bereichen ist? Annette Schavan, anlässlich der Vorstellung des Programms „Neue Impulse für Innovation und Wachstum“ erklärt hat, dass die Umsetzung auch auf die Förderung des wissenschaftlichen Nachwuchses sowie auf die Forschung für einen „Wiedereinstieg“ (in die Atomkraft) bezogen werden soll, und welche Position bezieht die Bundesregierung im gegebenen Falle, da bei Umsetzung dieser Aussage öffentliche Gelder im Widerspruch zum geltenden Recht eingesetzt würden, da das Atomgesetz die Errichtung neuer Anlagen zur kommerziellen Nutzung der Atomkraft für Zwecke der Stromerzeugung nicht zulässt und eine Änderung dieses geltenden Rechts für die Dauer der Legislaturperiode bzw.;neutral;05.05.2006
Forschungsrahmenprogramms die Forschung zu Klimawandel, Erneuerbaren Energien und Energieeffizienz deutlich ausgebaut wird, ● eine Gesamtstrategie für eine nachhaltige, sichere und wettbewerbsfähige europäische Energiepolitik als konkreten Beitrag für eine globale Energiewende zu entwickeln, ● die Revision der Direktive für Biokraftstoffe (Ende 2006) und den Biomasse-Aktionsplan 2006 dazu nutzen, zum europäischen Motor für die Entwicklung und Förderung der Bioenergien zu werden, ● mit der stärkeren Nutzung der Biomasse als Energierohstoff die Versorgungssicherheit und die Wertschöpfungskette innerhalb der EU zu verbessern und so auch die heimische Landwirtschaft zu stärken und Innovationen anzuregen, ● darauf zu achten, dass die Nachhaltigkeitsstrategie nicht als Hintertür für die Atomkraft missbraucht wird, da Atomkraft eine endliche Form der Energiegewinnung ist, die Abhängigkeiten von Rohstoffimporten noch verstärkt und große Mengen an Jahrmillionen strahlendem radioaktivem Atommüll produziert, ihre Nutzung demnach nicht nachhaltig ist, Drucksache 16/1437 – 4 – Deutscher Bundestag – 16.;negative;10.05.2006
15 Fell, Hans Josef (BÜNDNIS 90/DIE GRÜNEN) Anteil der Atomkraftwerke Biblis A, Biblis B, Neckarwestheim-1 und Brunsbüttel am Endenergieverbrauch in Deutschland . 30 Zugrundelegung von Starkbebendauer und Antwortspektrum bei Auslegung von Atomkraftwerken wie z. Abgeordneter Hans Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Welchen Anteil haben die Atomkraftwerke Biblis A, Biblis B, Neckarwestheim 1 und Brunsbüttel derzeit am Endenergieverbrauch in Deutschland, in dessen Berechnung im Gegensatz zur Primärenergiestatistik nur die tatsächlich genutzte Energie einfließt? Reinhard Loske (BÜNDNIS 90/ DIE GRÜNEN) Welche Starkbebendauer und welches Antwortspektrum, das Frequenzen und Amplituden der Bodenbewegung beschreibt, wird bei der Auslegung von Atomkraftwerken wie z.;neutral;12.05.2006
